"id","name","date","title","content","board_id","remaining_time","item_id"
"9011","메티스","15/06/13","エルフ2次パッケージ","8月のロングボウ
7神聖なマジックヘルム
7スタン耐性特製ティー
7パプリオンの忍耐力
7魔法防御ゲートル
7軸マジッククローク
7速のブーツ
7名弓の手袋
8エルヴンシールド
5体力のがより
6輝く社以下ネックレス
6輝く社以下リングx2
3ルームティス青いイヤリング追加支給
6速のベルト
1億を追加支給","4200035",,
"9012","메티스","15/06/13","ダークエルフ2次パッケージ","8破壊の二刀流
7神聖なマジックヘルム
7スタン耐性特製ティー
7ファロリオンの忍耐力
7魔法防御ゲートル
7軸マジッククローク
7腕力のブーツ
7パワーグローブ
8エルヴンシールド
5体力のがより
6フォノシュトゥッ社ネックレス
6軸スナップ広がり体力の指輪x2
3ルームティス青いイヤリング追加支給
6腕力のベルト
1億を追加支給","4200035",,
"9013","메티스","15/06/13","ドラゴンナイト2次パッケージ","8極限のチェーンソード
7神聖なマジックヘルム
7スタン耐性特製ティー
7パプリオンの忍耐力
7魔法防御ゲートル
7軸マジッククローク
7腕力のブーツ
7激怒の手袋
8エルヴンシールド
5体力のがより
6フォノシュトゥッ社ネックレス
6軸スナップ広がり体力の指輪x2
3ルームティス青いイヤリング追加支給
6腕力のベルト
1億を追加支給","4200035",,
"9014","메티스","15/06/13","イリュージョニスト2次パッケージ","8共鳴のキーリンク
7神聖なマジックヘルム
7パプリオンの馬力
7魔法防御ゲートル
7軸マナマント
7知識のブーツ
7輝く馬力の手袋
8語の心眼
5体力のがより
6賢者のネックレス
6軸スナップ広がり知恵のリングx2
3ルームティス青いイヤリング追加支給
6知識のベルト
1億を追加支給","4200035",,
"9015","메티스","15/06/13","ナイト3次パッケージ","2真冥王の執行剣
8神聖なマジックヘルム
8パプリオンの腕力
8魔法防御ゲートル
8軸マナマント
8腕力のブーツ
8激怒の手袋
8反逆者の盾
7体力のがより
7フォーノース戦士のネックレス
7軸スナップ広がり体力の指輪x2
5ルームティスブルグィ/プグィ
7腕力のベルト
1億アデナ","4200036",,
"9016","메티스","15/06/13","君主3次パッケージ","2真冥王の執行剣
8神聖なマジックヘルム
8パプリオンの先見の明
8魔法防御ゲートル
8軸マナマント
8腕力のブーツ
8激怒の手袋
8反逆者の盾
7体力のがより
7フォーノース戦士のネックレス
7軸スナップ広がり体力の指輪x2
5ルームティスブルグィ/プグィ
7腕力のベルト
1億アデナ","4200036",,
"9017","메티스","15/06/13","ウィザード3次パッケージ","2修正結晶の杖
8神聖なマジックヘルム
8パプリオンの馬力
8魔法防御ゲートル
8軸マナマント
8知識のブーツ
8輝く馬力の手袋
9語の心眼
7ウィザードが
7賢者のネックレス
7軸スナップ広がり知恵のリングx2
5ルームティスボグィ/プグィ
7知識のベルト
1億アデナ","4200036",,
"9018","메티스","15/06/13","エルフ3次パッケージ","9悪夢のロングボウ
8神聖なマジックヘルム
8スタン耐性特製ティー
8パプリオンの忍耐力
8魔法防御ゲートル
8軸マジッククローク
8アジャイルのブーツ
8名弓の手袋
9エルヴンシールド
7体力のがより
7輝く社以下ネックレス
7輝く社以下リングx2
5ルームティスブルグィ/プグィ
7速のベルト
1億を追加支給","4200036",,
"9019","메티스","15/06/13","ダークエルフ3次パッケージ","8破壊の二刀流
7神聖なマジックヘルム
7スタン耐性特製ティー
7ファロリオンの忍耐力
7魔法防御ゲートル
7軸マジッククローク
7腕力のブーツ
7パワーグローブ
8エルヴンシールド
5体力のがより
6フォノシュトゥッ社ネックレス
6軸スナップ広がり体力の指輪x2
5ルームティスブルグィ/プグィ
6腕力のベルト
1億を追加支給","4200036",,
"9020","메티스","15/06/13","ドラゴンナイト3次パッケージ","9殲滅者チェーンソード
8神聖なマジックヘルム
8スタン耐性特製ティー
8パプリオンの忍耐力
8魔法防御ゲートル
8軸マジッククローク
8腕力のブーツ
8激怒の手袋
9エルヴンシールド
7体力のがより
7フォノシュトゥッ社ネックレス
7軸スナップ広がり体力の指輪x2
5ルームティスブルグィ/プグィ
7腕力のベルト
1億を追加支給","4200036",,
"9021","메티스","15/06/13","イリュージョニスト3次パッケージ","9共鳴のキーリンク
8神聖なマジックヘルム
8パプリオンの馬力
8魔法防御ゲートル
8軸マナマント
8知識のブーツ
8輝く馬力の手袋
9語の心眼
7体力のがより
7賢者のネックレス
7軸スナップ広がり知恵のリングx2
5ルームティスボグィ/プグィ
7知識のベルト
1億を追加支給","4200036",,
"9022","메티스","15/06/13","パッケージの注意事項","1チャテ支給されたアイテムを飛ばしたりなくしたらいけません。
2チャテ追加支給がされているのではなく、アップグレードされた事項です。

2チャテアップグレードされたアイテムも、それでも維持する必要があり
3次のアップグレードをバトウシルスています。
**重要事項**
アップグレードボックス開封時には、すべてのアイテムを解除が必要です。
（魔法防御ゲートル特に注意してください）
-p.s個人の不注意にアップグレードが適用されないアイテムは補償されません。","4200037",,
"9023","메티스","15/06/13","パッケージステータス","**1次適用 - 10枚
**2次適用 - 12枚
**3次適用 - 15枚

上記の価格は個別の価格ではありません。
すべて3回目の購入に適用されます。

アイテムはメインセクションにアップロードされます。

** Adena Sales
-1億アデナあたり1.5","4200037",,
