"house_id","house_name","house_area","deadline","price","location","old_owner","old_owner_id","bidder","bidder_id"
"262189","ギランアジト45","78","19/10/2025 23:00:00","1000000","ギラン45番アジト","","0","","0"
"327681","ハイネアジト1","0","19/10/2025 23:00:00","1000000","ハイネ1番アジト","","0","","0"
"327682","ハイネアジト2","0","19/10/2025 23:00:00","1000000","ハイネ2番アジト","","0","","0"
"327683","ハイネアジト3","0","19/10/2025 23:00:00","1000000","ハイネ3番アジト","","0","","0"
"327684","ハイネアジト4","0","19/10/2025 23:00:00","1000000","ハイネ4番アジト","","0","","0"
"327685","ハイネアジト5","0","19/10/2025 23:00:00","1000000","ハイネ5番アジト","","0","","0"
"327686","ハイネアジト6","0","19/10/2025 23:00:00","1000000","ハイネ6番アジト","","0","","0"
"327687","ハイネアジト7","0","19/10/2025 23:00:00","1000000","ハイネ7番アジト","","0","","0"
"327688","ハイネアジト8","0","19/10/2025 23:00:00","1000000","ハイネ8番アジト","","0","","0"
"327689","ハイネアジト9","0","19/10/2025 23:00:00","1000000","ハイネ9番アジト","","0","","0"
"327690","ハイネアジト10","0","19/10/2025 23:00:00","1000000","ハイネ10番アジト","","0","","0"
"327691","ハイネアジト11","0","19/10/2025 23:00:00","1000000","ハイネ11番アジト","","0","","0"
"458753","アデンアジト1","51","19/10/2025 23:00:00","1000000","アデン1番アジト","","0","","0"
"458754","アデンアジト2","24","19/10/2025 23:00:00","1000000","アデン2番アジト","","0","","0"
"458755","アデンアジト3","24","19/10/2025 23:00:00","1000000","アデン3番アジト","","0","","0"
"458756","アデンアジト4","56","19/10/2025 23:00:00","1000000","アデン4番アジト","","0","","0"
"458757","アデンアジト5","24","19/10/2025 23:00:00","1000000","ア?デン5番アジト","","0","","0"
"458759","アデンアジト7","24","19/10/2025 23:00:00","1000000","アデン7番アジト","","0","","0"
"458760","アデンアジト8","63","19/10/2025 23:00:00","1000000","アデン8番アジト","","0","","0"
"458761","アデンアジト9","24","19/10/2025 23:00:00","1000000","アデン9番アジト","","0","","0"
"458762","アデンアジト10","24","19/10/2025 23:00:00","1000000","アデン10番アジト","","0","","0"
"458763","アデンアジト11","24","19/10/2025 23:00:00","1000000","アデン11番アジト","","0","","0"
"458764","アデンアジト12","24","19/10/2025 23:00:00","1000000","アデン12番アジト","","0","","0"
"458765","アデンアジト13","24","19/10/2025 23:00:00","1000000","アデン13番アジト","","0","","0"
"458766","アデンアジト14","63","19/10/2025 23:00:00","1000000","アデン14番アジト","","0","","0"
"458767","アデンアジト15","24","19/10/2025 23:00:00","1000000","アデン15番アジト","","0","","0"
"458768","アデンアジト16","56","19/10/2025 23:00:00","1000000","アデン16番アジト","","0","","0"
"458769","アデンアジト17","63","19/10/2025 23:00:00","1000000","アデン17番アジト","","0","","0"
"458770","アデンアジト18","24","19/10/2025 23:00:00","1000000","アデン18番アジト","","0","","0"
"458771","アデンアジト19","32","19/10/2025 23:00:00","1000000","アデン19番アジト","","0","","0"
"458772","アデンアジト20","64","19/10/2025 23:00:00","1000000","アデン20番アジト","","0","","0"
"458773","アデンアジト21","24","19/10/2025 23:00:00","1000000","アデン21番アジト","","0","","0"
"458774","アデンアジト22","20","19/10/2025 23:00:00","1000000","アデン22番アジト","","0","","0"
"458775","アデンアジト23","24","19/10/2025 23:00:00","1000000","アデン23番アジト","","0","","0"
"458776","アデンアジト24","56","19/10/2025 23:00:00","1000000","アデン24番アジト","","0","","0"
"458777","アデンアジト25","24","19/10/2025 23:00:00","1000000","アデン25番アジト","","0","","0"
"458778","アデンアジト26","20","19/10/2025 23:00:00","1000000","アデン26番アジト","","0","","0"
"458779","アデンアジト27","42","19/10/2025 23:00:00","1000000","アデン27番アジト","","0","","0"
"458780","アデンアジト28","15","19/10/2025 23:00:00","1000000","アデン28番アジト","","0","","0"
"458781","アデンアジト29","24","19/10/2025 23:00:00","1000000","アデン29番アジト","","0","","0"
"458782","アデンアジト30","24","19/10/2025 23:00:00","1000000","アデン30番アジト","","0","","0"
"458783","アデンアジト31","42","19/10/2025 23:00:00","1000000","アデン31番アジト","","0","","0"
"458784","アデンアジト32","48","19/10/2025 23:00:00","1000000","アデン32番アジト","","0","","0"
"458785","アデンアジト33","24","19/10/2025 23:00:00","1000000","アデン33番アジト","","0","","0"
"458786","アデンアジト34","15","19/10/2025 23:00:00","1000000","アデン34番アジト","","0","","0"
"458787","アデンアジト35","24","19/10/2025 23:00:00","1000000","アデン35番アジト","","0","","0"
"458788","アデンアジト36","24","19/10/2025 23:00:00","1000000","アデン36番アジト","","0","","0"
"458789","アデンアジト37","64","19/10/2025 23:00:00","1000000","アデン37番アジト","","0","","0"
"458790","アデンアジト38","15","19/10/2025 23:00:00","1000000","アデン38番アジト","","0","","0"
"458791","アデンアジト39","15","19/10/2025 23:00:00","1000000","アデン39番アジト","","0","","0"
"458792","アデンアジト40","24","19/10/2025 23:00:00","1000000","アデン40番アジト","","0","","0"
"458793","アデンアジト41","24","19/10/2025 23:00:00","1000000","アデン41番アジト","","0","","0"
"458794","アデンアジト42","29","19/10/2025 23:00:00","1000000","アデン42番アジト","","0","","0"
"458795","アデンアジト43","24","19/10/2025 23:00:00","1000000","アデン43番アジト","","0","","0"
"458796","アデンアジト44","15","19/10/2025 23:00:00","1000000","アデン44番アジト","","0","","0"
"458797","アデンアジト45","56","19/10/2025 23:00:00","1000000","アデン45番アジト","","0","","0"
"458798","アデンアジト46","15","19/10/2025 23:00:00","1000000","アデン46番アジト","","0","","0"
"458799","アデンアジト47","24","19/10/2025 23:00:00","1000000","アデン47番アジト","","0","","0"
"458800","アデンアジト48","24","19/10/2025 23:00:00","1000000","アデン48番アジト","","0","","0"
"458801","アデンアジト49","24","19/10/2025 23:00:00","1000000","アデン49番アジト","","0","","0"
"458802","アデンアジト50","48","19/10/2025 23:00:00","1000000","アデン50番アジト","","0","","0"
"458803","アデンアジト51","24","19/10/2025 23:00:00","1000000","アデン51番アジト","","0","","0"
"458804","アデンアジト52","24","19/10/2025 23:00:00","1000000","アデン52番アジト","","0","","0"
"458805","アデンアジト53","54","19/10/2025 23:00:00","1000000","アデン53番アジト","","0","","0"
"458806","アデンアジト54","24","19/10/2025 23:00:00","1000000","アデン54番アジト","","0","","0"
"458807","アデンアジト55","63","19/10/2025 23:00:00","1000000","アデン55番アジト","","0","","0"
"458808","アデンアジト56","63","19/10/2025 23:00:00","1000000","アデン56番アジト","","0","","0"
"458809","アデンアジト57","42","19/10/2025 23:00:00","1000000","アデン57番アジト","","0","","0"
"458810","アデンアジト58","24","19/10/2025 23:00:00","1000000","アデン58番アジト","","0","","0"
"458811","アデンアジト59","24","19/10/2025 23:00:00","1000000","アデン59番アジト","","0","","0"
"458812","アデンアジト60","63","19/10/2025 23:00:00","1000000","アデン60番アジト","","0","","0"
"458813","アデンアジト61","24","19/10/2025 23:00:00","1000000","アデン61番アジト","","0","","0"
"458814","アデンアジト62","21","19/10/2025 23:00:00","1000000","アデン62番アジト","","0","","0"
"458815","アデンアジト63","63","19/10/2025 23:00:00","1000000","アデン63番アジト","","0","","0"
"458816","アデンアジト64","24","19/10/2025 23:00:00","1000000","アデン64番アジト","","0","","0"
"458817","アデンアジト65","24","19/10/2025 23:00:00","1000000","アデン65番アジト","","0","","0"
"458818","アデンアジト66","48","19/10/2025 23:00:00","1000000","アデン66番アジト","","0","","0"
"458819","アデンアジト67","24","19/10/2025 23:00:00","1000000","アデン67番アジト","","0","","0"
"524289","グルーディンアジト1","48","19/10/2025 23:00:00","1000000","グルーディン1番アジト","","0","","0"
"524290","グルーディンアジト2","71","19/10/2025 23:00:00","1000000","グルーディン2番アジト","","0","","0"
"524291","グルーディンアジト3","48","19/10/2025 23:00:00","1000000","グルーディン3番アジト","","0","","0"
"524292","グルーディンアジト4","48","19/10/2025 23:00:00","1000000","グルーディン4番アジト","","0","","0"
"524293","グルーディンアジト5","82","19/10/2025 23:00:00","1000000","グルーディン5番アジト","","0","","0"
"524294","グルーディンアジト6","40","19/10/2025 23:00:00","1000000","グルーディン6番アジト","","0","","0"
"262151","ギランアジト7","45","19/10/2025 23:00:00","1000000","ギラン7番アジト","","0","","0"
"262154","ギランアジト10","120","19/10/2025 23:00:00","1000000","ギラン10番アジト","","0","","0"
"262150","ギランアジト6","120","19/10/2025 23:00:00","1000000","ギラン6番アジト","","0","","0"
"262155","ギランアジト11","78","19/10/2025 23:00:00","1000000","ギラン11番アジト","","0","","0"
"262165","ギランアジト21","45","19/10/2025 23:00:00","1000000","ギラン21番アジト","","0","","0"
"262166","ギランアジト22","120","19/10/2025 23:00:00","1000000","ギラン22番アジト","","0","","0"
"262160","ギランアジト16","78","19/10/2025 23:00:00","1000000","ギラン16番アジト","","0","","0"
"262175","ギランアジト31","78","19/10/2025 23:00:00","1000000","ギラン31番アジト","","0","","0"
"262169","ギランアジト25","45","19/10/2025 23:00:00","1000000","ギラン25番アジト","","0","","0"
"262181","ギランアジト37","78","19/10/2025 23:00:00","1000000","ギラン37番アジト","","0","","0"
"262178","ギランアジト34","45","19/10/2025 23:00:00","1000000","ギラン34番アジト","","0","","0"
"262183","ギランアジト39","45","19/10/2025 23:00:00","100000","ギラン39番アジト","","0","","0"
"458758","アデンアジト6","63","23/10/2025 23:00:00","100000","アデン6番アジト","","0","","0"
