"id","type","location","npc_id","locx","locy","heading"
"167","0","火竜のベネボス","7210027","32686","33037","0"
"168","0","火竜のベネボス","7210027","32686","33037","0"
"169","1","火竜のベネボス","7210027","32686","33037","0"
"170","0","火竜のファイアーエッグ","7210031","32683","33054","0"
"171","0","火竜のアシタジオ","7210030","32683","33054","0"
"172","0","火竜のアシタジオ","7210030","32683","33054","0"
"173","0","火竜のアシタジオ","7210030","32683","33054","0"
"174","0","火竜のベネボス","7210027","32683","33054","0"
"175","0","火竜のベネボス","7210027","32683","33054","0"
"176","0","火竜のベネボス","7210027","32683","33054","0"
"177","2","火竜の赤いレオ","7210025","32682","33052","0"
"178","0","火竜のファイアーエッグ","7210031","32629","33024","0"
"179","0","火竜のファイアーエッグ","7210031","32629","33024","0"
"180","1","火竜のファイアーエッグ","7210031","32629","33024","0"
"181","0","火竜のファイアーエッグ","7210031","32629","33024","0"
"182","0","火竜のファイアーエッグ","7210031","32629","33024","0"
"183","0","火竜のラヴァゴーレム","7210029","32717","33050","0"
"184","0","火竜のラヴァゴーレム","7210029","32717","33050","0"
"185","0","火竜のラヴァゴーレム","7210029","32717","33050","0"
"186","1","火竜のラヴァゴーレム","7210029","32717","33050","0"
"187","0","火竜のラヴァゴーレム","7210029","32717","33050","0"
"188","0","火竜のラヴァゴーレム","7210029","32717","33050","0"
"189","0","火竜のラヴァゴーレム","7210029","32717","33050","0"
"190","0","火竜のフェニックス","7210028","32717","33050","0"
"191","0","火竜のフェニックス","7210028","32717","33050","0"
"192","1","火竜のフェニックス","7210028","32717","33050","0"
"193","0","火竜のフェニックス","7210028","32717","33050","0"
"194","0","火竜のファイアーエッグ","7210031","32730","33059","0"
"195","0","火竜のファイアーエッグ","7210031","32730","33059","0"
"196","0","火竜のファイアーエッグ","7210031","32730","33059","0"
"197","0","火竜のファイアーエッグ","7210031","32730","33059","0"
"198","1","火竜のファイアーエッグ","7210031","32730","33059","0"
"199","0","火竜のファイアーエッグ","7210031","32730","33059","0"
"200","0","火竜のファイアーエッグ","7210031","32730","33059","0"
"201","0","火竜のファイアーエッグ","7210031","32730","33059","0"
"202","0","火竜のファイアーエッグ","7210031","32730","33059","0"
"203","0","火竜のファイアーエッグ","7210031","32730","33059","0"
"204","1","火竜のファイアーエッグ","7210031","32730","33059","0"
"205","0","火竜のファイアーエッグ","7210031","32730","33059","0"
"206","0","火竜のファイアーエッグ","7210031","32730","33059","0"
"207","1","火竜のファイアーエッグ","7210031","32730","33059","0"
"208","0","火竜のファイアーエッグ","7210031","32730","33059","0"
"209","0","火竜のラヴァゴーレム","7210029","32730","33059","0"
"210","0","火竜のラヴァゴーレム","7210029","32730","33059","0"
"211","0","火竜のラヴァゴーレム","7210029","32730","33059","0"
"212","0","火竜のラヴァゴーレム","7210029","32730","33059","0"
"213","1","火竜のラヴァゴーレム","7210029","32730","33059","0"
"214","0","火竜のラヴァゴーレム","7210029","32730","33059","0"
"215","0","火竜のフェニックス","7210028","32730","33059","0"
"216","0","火竜のフェニックス","7210028","32730","33059","0"
"217","0","火竜のフェニックス","7210028","32730","33059","0"
"218","0","火竜のフェニックス","7210028","32730","33059","0"
"219","1","火竜のファイアーエッグ","7210031","32744","33058","0"
"220","0","火竜のファイアーエッグ","7210031","32744","33058","0"
"221","0","火竜のファイアーエッグ","7210031","32744","33058","0"
"222","0","火竜のファイアーエッグ","7210031","32744","33058","0"
"223","0","火竜のファイアーエッグ","7210031","32744","33058","0"
"224","0","火竜のファイアーエッグ","7210031","32744","33058","0"
"225","1","火竜のファイアーエッグ","7210031","32744","33058","0"
"226","0","火竜のファイアーエッグ","7210031","32744","33058","0"
"227","0","火竜のラヴァゴーレム","7210029","32744","33058","0"
"228","1","火竜のラヴァゴーレム","7210029","32744","33058","0"
"229","0","火竜のラヴァゴーレム","7210029","32744","33058","0"
"230","0","火竜のフェニックス","7210028","32744","33058","0"
"231","0","火竜のフェニックス","7210028","32744","33058","0"
"232","0","火竜のフェニックス","7210028","32744","33058","0"
"233","0","火竜のファイアーエッグ","7210031","32729","33036","0"
"234","1","火竜のファイアーエッグ","7210031","32729","33036","0"
"235","0","火竜のファイアーエッグ","7210031","32729","33036","0"
"236","0","火竜のファイアーエッグ","7210031","32729","33036","0"
"237","0","火竜のラヴァゴーレム","7210029","32729","33036","0"
"238","0","火竜のラヴァゴーレム","7210029","32729","33036","0"
"239","0","火竜のラヴァゴーレム","7210029","32729","33036","0"
"240","1","火竜のラヴァゴーレム","7210029","32729","33036","0"
"241","0","火竜のフェニックス","7210028","32729","33036","0"
"242","0","火竜のフェニックス","7210028","32729","33036","0"
"243","1","火竜のフェニックス","7210028","32729","33036","0"
"244","0","火竜のフェニックス","7210028","32729","33036","0"
"245","0","火竜のファイアーエッグ","7210031","32732","33020","0"
"246","1","火竜のファイアーエッグ","7210031","32732","33020","0"
"247","0","火竜のファイアーエッグ","7210031","32732","33020","0"
"248","0","火竜のファイアーエッグ","7210031","32732","33020","0"
"249","0","火竜のファイアーエッグ","7210031","32732","33020","0"
"250","0","火竜のファイアーエッグ","7210031","32732","33020","0"
"251","0","火竜のファイアーエッグ","7210031","32732","33020","0"
"252","1","火竜のファイアーエッグ","7210031","32732","33020","0"
"253","0","火竜のファイアーエッグ","7210031","32732","33020","0"
"254","0","火竜のファイアーエッグ","7210031","32732","33020","0"
"255","0","火竜のファイアーエッグ","7210031","32732","33020","0"
"256","0","火竜のファイアーエッグ","7210031","32732","33020","0"
"257","0","火竜のラヴァゴーレム","7210029","32732","33020","0"
"258","1","火竜のラヴァゴーレム","7210029","32732","33020","0"
"259","0","火竜のラヴァゴーレム","7210029","32732","33020","0"
"260","0","火竜のラヴァゴーレム","7210029","32732","33020","0"
"261","1","火竜のラヴァゴーレム","7210029","32732","33020","0"
"262","0","火竜のラヴァゴーレム","7210029","32732","33020","0"
"263","0","火竜のラヴァゴーレム","7210029","32732","33020","0"
"264","0","火竜のラヴァゴーレム","7210029","32732","33020","0"
"265","0","火竜のフェニックス","7210028","32732","33020","0"
"266","0","火竜のフェニックス","7210028","32732","33020","0"
"267","1","火竜のフェニックス","7210028","32732","33020","0"
"268","0","火竜のフェニックス","7210028","32732","33020","0"
"269","0","火竜のフェニックス","7210028","32732","33020","0"
"270","1","火竜のフェニックス","7210028","32732","33020","0"
"271","0","火竜のフェニックス","7210028","32732","33020","0"
"272","0","火竜のフェニックス","7210028","32732","33020","0"
"273","0","火竜のファイアーエッグ","7210031","32743","33030","0"
"274","0","火竜のファイアーエッグ","7210031","32743","33030","0"
"275","0","火竜のファイアーエッグ","7210031","32743","33030","0"
"276","1","火竜のファイアーエッグ","7210031","32743","33030","0"
"277","0","火竜のラヴァゴーレム","7210029","32743","33030","0"
"278","0","火竜のラヴァゴーレム","7210029","32743","33030","0"
"279","0","火竜のラヴァゴーレム","7210029","32743","33030","0"
"280","0","火竜のラヴァゴーレム","7210029","32743","33030","0"
"281","0","火竜のフェニックス","7210028","32743","33030","0"
"282","1","火竜のフェニックス","7210028","32743","33030","0"
"283","0","火竜のフェニックス","7210028","32743","33030","0"
"284","0","火竜のフェニックス","7210028","32743","33030","0"
"285","2","火竜の燃えるレオ","7210024","32738","33018","0"
"500","1","炎","7210020","32613","33055","0"
"501","1","炎","7210020","32609","33045","0"
"502","1","炎","7210020","32616","33035","0"
"503","1","炎","7210020","32623","33021","0"
"504","1","炎","7210020","32628","33007","0"
"505","1","炎","7210020","32628","32998","0"
"506","1","炎","7210020","32666","33000","0"
"507","1","炎","7210020","32669","33014","0"
"508","1","炎","7210020","32673","33030","0"
"509","1","炎","7210020","32681","33040","0"
"510","1","炎","7210020","32691","33041","0"
"511","1","炎","7210020","32690","33054","0"
"512","1","炎","7210020","32706","33052","0"
"513","1","炎","7210020","32731","33034","0"
"514","1","炎","7210020","32717","33043","0"
"515","1","炎","7210020","32735","33018","0"
"516","1","炎","7210020","32741","33018","0"
"517","1","炎","7210020","32747","32990","0"
"518","1","炎","7210020","32747","32983","0"
"1000","1000","イフリート","7210023","32833","32769","0"
"1001","1001","フェニックス","7210022","32833","32769","0"
"1002","1002","ヴァラカス","7210021","32833","32769","0"
"1003","0","ジンデスナイト","7210009","32623","33057","4"
"1004","2","デスナイト","7210010","32623","33057","4"
"1005","1","ポータル","7210011","32753","32985","0"
