"mobId","mobname","moblevel","itemId","itemname","min","max","chance","Enchant"
"5037","Orc Guard","55","20101","Banded Mail","1","1","2000","0"
"5037","Orc Guard","55","20125","Chain Mail","1","1","2000","0"
"5037","Orc Guard","55","20149","Bronze Plate Mail","1","1","2000","0"
"5037","Orc Guard","55","40308","Adena","100","200","1000000","0"
"5038","Oak","48","148","Great Axe","1","1","5000","0"
"5038","Oak","48","20101","Banded Mail","1","1","2000","0"
"5038","Oak","48","20125","Chain Mail","1","1","2000","0"
"5038","Oak","48","20149","Bronze Plate Mail","1","1","2000","0"
"5038","Oak","48","40308","Adena","100","200","1000000","0"
"5039","Traitorous Elder","52","20281","Transformation Control Ring","1","1","500","0"
"5039","Traitorous Elder","52","20284","Summon Control Ring","1","1","1000","0"
"5039","Traitorous Elder","52","20288","Teleport Control Ring","1","1","500","0"
"5039","Traitorous Elder","52","22359","Boots of Wisdom","1","1","150","0"
"5039","Traitorous Elder","52","40013","Haste Potion","1","4","30000","0"
"5039","Traitorous Elder","52","40313","Baphomet Prison Key","1","1","1000","0"
"5039","Traitorous Elder","52","120266","Amulet of Intelligence","1","1","3000","0"
"5039","Traitorous Elder","52","210013","Crystal of Memory (Illusion [Diamond Golem])","1","1","3000","0"
"5039","Traitorous Elder","52","210018","Crystal of Memory (Illusion [Avatar])","1","1","3000","0"
"5040","Cunning monster eyes","40","40025","Blinding Potion","1","1","30000","0"
"5040","Cunning monster eyes","40","40057","Floating Eye Meat","1","3","30000","0"
"5040","Cunning monster eyes","40","40182","Spellbook (Remove Curses)","1","1","1000","0"
"5040","Cunning monster eyes","40","40189","Spellbook (Cancellation)","1","1","1000","0"
"5040","Cunning monster eyes","49","40313","Baphomet Prison Key","1","1","300","0"
"5041","Cunning Elder","40","20281","Transformation Control Ring","1","1","50","0"
"5041","Cunning Elder","40","20288","Teleport Control Ring","1","1","500","0"
"5041","Cunning Elder","40","22359","Boots of Wisdom","1","1","100","0"
"5041","Cunning Elder","40","40013","Haste Potion","1","3","300000","0"
"5041","Cunning Elder","40","40196","Spellbook (Summon Monster)","1","1","2000","0"
"5041","Cunning Elder","40","40223","Spellbook (Absolute Barrier)","1","1","300","0"
"5041","Cunning Elder","51","40313","Baphomet Prison Key","1","1","300","0"
"5042","Crafty Shell Robe","40","40013","Haste Potion","1","3","30000","0"
"5042","Crafty Shell Robe","40","40074","Armor Enhancement Scroll","1","1","6000","0"
"5042","Crafty Shell Robe","40","40087","Weapon Enhancement Scroll","1","1","1500","0"
"5042","Crafty Shell Robe","46","40313","Baphomet Prison Key","1","1","300","0"
"5043","Crafty Dread Spider","40","22358","Ring of Knowledge","1","1","100","0"
"5043","Crafty Dread Spider","40","40013","Haste Potion","1","3","30000","0"
"5043","Crafty Dread Spider","40","40074","Armor Enhancement Scroll","1","1","6000","0"
"5043","Crafty Dread Spider","40","40087","Weapon Enhancement Scroll","1","1","1500","0"
"5043","Crafty Dread Spider","48","40313","Baphomet Prison Key","1","1","300","0"
"5044","Upbound","70","20187","Power Glove","1","1","1000","0"
"5044","Upbound","70","22000","Ancient Archer's Guard","1","1","500","0"
"5044","Upbound","70","22003","Ancient Warrior's Guard","1","1","500","0"
"5044","Upbound","70","40018","Enhanced Haste Potion","1","3","50000","0"
"5044","Upbound","70","40074","Armor Enhancement Scroll","1","1","20000","0"
"5044","Upbound","70","40087","Weapon Enhancement Scroll","1","1","10000","0"
"5044","Upbound","70","140074","Armor Enhancement Scroll","1","1","6000","0"
"5044","Upbound","70","140087","Weapon Enhancement Scroll","1","1","3000","0"
"5044","Upbound","60","222304","Projection Necklace","1","1","200","0"
"5044","Upbound","70","3000028","Pass's commitment","1","1","3000","0"
"5046","Kepare","60","20187","Power Glove","1","1","2000","0"
"5046","Kepare","60","40018","Enhanced Haste Potion","1","1","10000","0"
"5046","Kepare","60","40053","Top quality ruby","1","1","10000","0"
"5046","Kepare","60","40054","Top quality sapphire","1","1","10000","0"
"5046","Kepare","60","40055","Top quality emerald","1","1","10000","0"
"5046","Kepare","60","40074","Armor Enhancement Scroll","1","1","20000","0"
"5046","Kepare","60","40087","Weapon Enhancement Scroll","1","1","10000","0"
"5046","Kepare","60","40308","Adena","500","1000","1000000","0"
"5046","Kepare","60","140074","Armor Enhancement Scroll","1","1","2000","0"
"5046","Kepare","60","140087","Weapon Enhancement Scroll","1","1","1000","0"
"5047","Alfia","68","22358","Ring of Knowledge","1","1","500","0"
"5047","Alfia","68","40074","Armor Enhancement Scroll","1","1","20000","0"
"5047","Alfia","68","40087","Weapon Enhancement Scroll","1","1","0","0"
"5047","Alfia","68","40209","Spellbook (Silence)","1","1","10000","0"
"5047","Alfia","68","40213","Spellbook (Immune to Harm)","1","1","5000","0"
"5047","Alfia","68","40224","Spellbook (Advanced Spirits)","1","1","5000","0"
"5047","Alfia","68","40249","Spirit Crystal (Earth Bind)","1","1","1000","0"
"5047","Alfia","68","40250","Spirit Crystal (Earth Guardian)","1","1","20000","0"
"5047","Alfia","68","40252","Spirit Crystal (Exotic Vitalize)","1","1","20000","0"
"5047","Alfia","68","40308","Adena","1000","2000","1000000","0"
"5047","Alfia","68","140074","Armor Enhancement Scroll","1","1","6000","0"
"5047","Alfia","68","140087","Weapon Enhancement Scroll","1","1","3000","0"
"5048","Necross","60","22000","Ancient Archer's Guard","1","1","500","0"
"5048","Necross","60","40018","Enhanced Haste Potion","1","1","10000","0"
"5048","Necross","60","40074","Armor Enhancement Scroll","1","1","20000","0"
"5048","Necross","60","40087","Weapon Enhancement Scroll","1","1","10000","0"
"5048","Necross","60","40308","Adena","150","250","1000000","0"
"5048","Necross","60","120264","Amulet of Strength","1","1","10000","0"
"5048","Necross","60","140074","Armor Enhancement Scroll","1","1","3000","0"
"5048","Necross","60","140087","Weapon Enhancement Scroll","1","1","1500","0"
"5048","Necross","60","222304","Projection Necklace","1","1","200","0"
"5048","Necross","60","3000028","Pass's commitment","1","1","3000","0"
"5050","Gremlins","53","40044","Diamond","1","1","10000","0"
"5050","Gremlins","53","40045","Ruby","1","1","10000","0"
"5050","Gremlins","53","40046","sapphire","1","1","10000","0"
"5050","Gremlins","53","40047","Emerald","1","1","10000","0"
"5051","dwarf archer","55","142","Silver Axe","1","1","3000","0"
"5051","dwarf archer","55","148","Great Axe","1","1","3000","0"
"5051","dwarf archer","55","180","Crossbow","1","1","2000","0"
"5051","dwarf archer","55","40044","Diamond","1","1","5000","0"
"5051","dwarf archer","55","40045","Ruby","1","1","5000","0"
"5051","dwarf archer","55","40046","sapphire","1","1","5000","0"
"5051","dwarf archer","55","40047","Emerald","1","1","5000","0"
"5051","dwarf archer","55","40308","Adena","100","150","1000000","0"
"5053","Gnome Fighter","50","142","Silver Axe","1","1","1000","0"
"5053","Gnome Fighter","50","40013","Haste Potion","1","1","5000","0"
"5053","Gnome Fighter","50","40050","High-quality sapphire","1","1","2000","0"
"5053","Gnome Fighter","50","40054","Top quality sapphire","1","1","1000","0"
"5053","Gnome Fighter","50","40100","Teleport Scroll","1","1","10000","0"
"5053","Gnome Fighter","50","40269","Black Spirit Crystal (Dress Mighty)","1","1","2000","0"
"5053","Gnome Fighter","50","140087","Weapon Enhancement Scroll","1","1","75","0"
"5054","Gnome Shaman","50","125","Sorcery Staff","1","1","1500","0"
"5054","Gnome Shaman","50","40013","Haste Potion","1","1","5000","0"
"5054","Gnome Shaman","50","40051","Luxury Emerald","1","1","2000","0"
"5054","Gnome Shaman","50","40055","Top quality emerald","1","1","1000","0"
"5054","Gnome Shaman","50","40100","Teleport Scroll","1","1","10000","0"
"5054","Gnome Shaman","50","140087","Weapon Enhancement Scroll","1","1","75","0"
"5055","Gnome Swordsman","50","52","Two-handed sword","1","1","2000","0"
"5055","Gnome Swordsman","50","40013","Haste Potion","1","1","5000","0"
"5055","Gnome Swordsman","50","40100","Teleport Scroll","1","1","10000","0"
"5055","Gnome Swordsman","50","40441","Platinum Piece","1","1","5000","0"
"5055","Gnome Swordsman","50","40468","Silver Pieces","1","1","5000","0"
"5055","Gnome Swordsman","50","140074","Armor Enhancement Scroll","1","1","150","0"
"5056","Gnome Pikeman","50","102","Lucerne Hammer","1","1","2000","0"
"5056","Gnome Pikeman","50","40013","Haste Potion","1","1","5000","0"
"5056","Gnome Pikeman","50","40100","Teleport Scroll","1","1","10000","0"
"5056","Gnome Pikeman","50","40441","Platinum Piece","1","1","5000","0"
"5056","Gnome Pikeman","50","40468","Silver Pieces","1","1","5000","0"
"5056","Gnome Pikeman","50","140074","Armor Enhancement Scroll","1","1","150","0"
"5057","Gnome Archer","50","169","Hunter Bow","1","1","2000","0"
"5057","Gnome Archer","50","40013","Haste Potion","1","1","5000","0"
"5057","Gnome Archer","50","40100","Teleport Scroll","1","1","10000","0"
"5057","Gnome Archer","50","40468","Silver Pieces","1","1","5000","0"
"5057","Gnome Archer","50","40489","Gold Pieces","1","1","300","0"
"5057","Gnome Archer","50","140074","Armor Enhancement Scroll","1","1","150","0"
"5058","Gnome Axeman","50","148","Great Axe","1","1","2000","0"
"5058","Gnome Axeman","50","40013","Haste Potion","1","1","5000","0"
"5058","Gnome Axeman","50","40100","Teleport Scroll","1","1","10000","0"
"5058","Gnome Axeman","50","40468","Silver Pieces","1","1","5000","0"
"5058","Gnome Axeman","50","40489","Gold Pieces","1","1","300","0"
"5058","Gnome Axeman","50","140074","Armor Enhancement Scroll","1","1","150","0"
"5059","Elmore Soldier","50","106","Bec de Corbin","1","1","1000","0"
"5059","Elmore Soldier","50","1123","Bloodsucker","1","1","10","0"
"5059","Elmore Soldier","50","20011","Magic Helm","1","1","1000","0"
"5059","Elmore Soldier","50","40018","Enhanced Haste Potion","1","1","1000","0"
"5059","Elmore Soldier","50","40087","Weapon Enhancement Scroll","1","1","700","0"
"5059","Elmore Soldier","50","40092","Blank Scroll (Lv3)","1","1","1000","0"
"5059","Elmore Soldier","50","40093","Blank Scroll (Lv4)","1","1","1000","0"
"5059","Elmore Soldier","50","40094","Blank Scroll (Lv5)","1","1","1000","0"
"5059","Elmore Soldier","50","40278","Black Spirit Crystal (Final Burn)","1","1","1000","0"
"5059","Elmore Soldier","50","120011","Magic Helm","1","1","1000","0"
"5059","Elmore Soldier","50","3000028","Pass's commitment","1","1","3000","0"
"5060","Elmore Wizard","55","20280","Magic Protection Ring","1","1","200","0"
"5060","Elmore Wizard","55","40015","Magical Power Recovery Potion","1","1","1000","0"
"5060","Elmore Wizard","55","40018","Enhanced Haste Potion","1","1","5000","0"
"5060","Elmore Wizard","55","40087","Weapon Enhancement Scroll","1","1","500","0"
"5060","Elmore Wizard","55","40092","Blank Scroll (Lv3)","1","1","3500","0"
"5060","Elmore Wizard","55","40093","Blank Scroll (Lv4)","1","1","2000","0"
"5060","Elmore Wizard","55","40094","Blank Scroll (Lv5)","1","1","1500","0"
"5060","Elmore Wizard","55","40183","Spellbook (Cone of Cold)","1","1","1000","0"
"5060","Elmore Wizard","55","40225","Spellbook (Ice Spike)","1","1","100","0"
"5060","Elmore Wizard","55","120056","Magic Cloak","1","1","1500","0"
"5060","Elmore Wizard","55","140100","Teleport Scroll","1","1","2000","0"
"5060","Elmore Wizard","55","210015","Crystal of Memory (Insight)","1","1","1500","0"
"5060","Elmore Wizard","55","3000028","Pass's commitment","1","1","3000","0"
"5061","Elmore General","50","64","Greatsword","1","1","200","0"
"5061","Elmore General","50","501","Ruiner's Chainsword","1","1","1000","0"
"5061","Elmore General","50","20110","Magic Chain Mail","1","1","1000","0"
"5061","Elmore General","50","20280","Magic Protection Ring","1","1","200","0"
"5061","Elmore General","50","40014","Brave Potion","1","1","1000","0"
"5061","Elmore General","50","40018","Enhanced Haste Potion","1","1","2500","0"
"5061","Elmore General","50","40087","Weapon Enhancement Scroll","1","1","500","0"
"5061","Elmore General","50","40092","Blank Scroll (Lv3)","1","1","3000","0"
"5061","Elmore General","50","40093","Blank Scroll (Lv4)","1","1","2000","0"
"5061","Elmore General","50","40094","Blank Scroll (Lv5)","1","1","1000","0"
"5061","Elmore General","50","40164","Technical book (Shock Stun)","1","1","500","0"
"5061","Elmore General","50","40165","Technical Book (Reduction Armor)","1","1","500","0"
"5061","Elmore General","50","3000028","Pass's commitment","1","1","3000","0"
"5080","Scorpion of the Bitter Cold","39","40308","Adena","50","100","1000000","0"
"5081","Bitter Cold Ice Golem","39","40308","Adena","50","100","1000000","0"
"5082","The Ice Queen's Royal Guard of the Bitter Cold","39","40308","Adena","50","100","1000000","0"
"5083","The Ice Queen's Royal Guard of the Bitter Cold","39","40308","Adena","50","100","1000000","0"
"5084","Iceman of the Bitter Cold","39","40308","Adena","50","100","1000000","0"
"5085","Bitter Cold Yeti","39","40308","Adena","50","100","1000000","0"
"5100","Lindbior","87","190","Saiha's Bow","1","1","2000","0"
"5100","Lindbior","87","20077","Invisibility Cloak","1","1","1000","0"
"5100","Lindbior","87","20281","Transformation Control Ring","1","1","20000","0"
"5100","Lindbior","87","20288","Teleport Control Ring","1","1","20000","0"
"5100","Lindbior","87","40045","Ruby","1","5","0","0"
"5100","Lindbior","87","40046","sapphire","1","5","0","0"
"5100","Lindbior","87","40049","High-quality ruby","1","2","0","0"
"5100","Lindbior","87","40050","High-quality sapphire","1","2","0","0"
"5100","Lindbior","87","40053","Top quality ruby","1","1","0","0"
"5100","Lindbior","87","40054","Top quality sapphire","1","1","0","0"
"5100","Lindbior","87","40174","Spellbook (Slow)","1","1","0","0"
"5100","Lindbior","87","40179","Spellbook (Call Lightning)","1","1","0","0"
"5100","Lindbior","87","40184","Spellbook (Mana Drain)","1","1","0","0"
"5100","Lindbior","87","40188","Spellbook (Haste)","1","1","0","0"
"5100","Lindbior","87","40199","Spellbook (Greater Haste)","1","1","20000","0"
"5100","Lindbior","87","40214","Spellbook (Mass Teleport)","1","1","10000","0"
"5100","Lindbior","87","40222","\aE Spellbook (Disintegrate)","1","1","5000","0"
"5100","Lindbior","87","40223","Spellbook (Absolute Barrier)","1","1","20000","0"
"5100","Lindbior","87","40262","Spirit Crystal (Storm Eye)","1","1","30000","0"
"5100","Lindbior","87","40263","Spirit Crystal (Storm Shot)","1","1","20000","0"
"5100","Lindbior","87","40308","Adena","5000","10000","1000000","0"
"5100","Lindbior","87","40366","Lindvior's Chipped Claw","1","1","0","0"
"5100","Lindbior","87","40367","Lindvior's Eye","1","1","0","0"
"5100","Lindbior","87","40368","Lindvior's Blood","1","1","0","0"
"5100","Lindbior","87","40369","Lindvior Meat","1","1","0","0"
"5100","Lindbior","87","40370","Lindvior's Heart","1","1","0","0"
"5100","Lindbior","87","40371","Lindvior's Bones","1","1","0","0"
"5100","Lindbior","87","40372","Lindvior's Fang","1","1","0","0"
"5100","Lindbior","87","40394","White Dragon Scales","1","3","50000","0"
"5100","Lindbior","87","41148","\aETechnical Manual (Counter Barrier)","1","1","5000","0"
"5100","Lindbior","87","41153","Spirit Crystal (Striker Gale)","1","1","5000","0"
"5100","Lindbior","87","100041","sword","1","1","0","0"
"5100","Lindbior","87","120077","Invisibility Cloak","1","1","800","0"
"5100","Lindbior","87","120154","Plate Mail","1","1","0","0"
"5100","Lindbior","87","120256","Amulet of Agility","1","1","0","0"
"5100","Lindbior","87","120266","Amulet of Intelligence","1","1","0","0"
"5100","Lindbior","87","120302","Wind Ring","1","1","20000","0"
"5100","Lindbior","87","120306","Minor Body Belt","1","1","0","0"
"5100","Lindbior","87","120307","Minor Soul Belt","1","1","0","0"
"5100","Lindbior","87","120312","Body Belt","1","1","0","0"
"5100","Lindbior","87","120316","Soul Belt","1","1","0","0"
"5100","Lindbior","87","140013","Haste Potion","5","10","0","0"
"5100","Lindbior","87","140014","Brave Potion","5","10","0","0"
"5100","Lindbior","87","140018","Enhanced Haste Potion","5","10","0","0"
"5100","Lindbior","87","410029","Sealed Wind Dragon's Magic Eye","1","1","6000","0"
"5114","Variant Drake","58","20082","Initiate T-Shirt","1","1","1000","0"
"5114","Variant Drake","58","30027","Trainee Armor Enhancement Scroll","1","1","2000","0"
"5114","Variant Drake","58","30028","Trainee's Weapon Enhancement Scroll","1","1","1000","0"
"5114","Variant Drake","58","30073","Initiate's Brave Potion","1","1","2000","0"
"5114","Variant Drake","58","30074","Initiate's Resurrection Scroll","1","1","1000","0"
"5114","Variant Drake","58","30075","Initiate's Evil Blood","1","1","2000","0"
"5114","Variant Drake","58","30076","Trainee Elven Waffle","1","1","500","0"
"5114","Variant Drake","58","30077","Trainee's Yggdra Fruit","1","1","2000","0"
"5114","Variant Drake","58","30078","Trainee's Spirit Orb","1","1","0","0"
"5114","Variant Drake","58","30079","Initiate's Magic Stone","1","1","0","0"
"5114","Variant Drake","58","30080","Initiate's Dark Stone","1","1","0","0"
"5114","Variant Drake","58","30081","Initiate's Marked Bone Piece","1","1","0","0"
"5114","Variant Drake","58","30082","Initiate's Attribute Stone","1","1","0","0"
"5114","Variant Drake","58","40096","Trainee Transformation Scroll","1","1","1000","0"
"5114","Variant Drake","58","40308","Adena","10","100","1000000","0"
"5115","Variant Lesser Dragon","58","20082","Initiate T-Shirt","1","1","1000","0"
"5115","Variant Lesser Dragon","58","30027","Trainee Armor Enhancement Scroll","1","1","2000","0"
"5115","Variant Lesser Dragon","58","30028","Trainee's Weapon Enhancement Scroll","1","1","1000","0"
"5115","Variant Lesser Dragon","58","30073","Initiate's Brave Potion","1","1","2000","0"
"5115","Variant Lesser Dragon","58","30074","Initiate's Resurrection Scroll","1","1","1000","0"
"5115","Variant Lesser Dragon","58","30075","Initiate's Evil Blood","1","1","2000","0"
"5115","Variant Lesser Dragon","58","30076","Trainee Elven Waffle","1","1","500","0"
"5115","Variant Lesser Dragon","58","30077","Trainee's Yggdra Fruit","1","1","2000","0"
"5115","Variant Lesser Dragon","58","30078","Trainee's Spirit Orb","1","1","0","0"
"5115","Variant Lesser Dragon","58","30079","Initiate's Magic Stone","1","1","0","0"
"5115","Variant Lesser Dragon","58","30080","Initiate's Dark Stone","1","1","0","0"
"5115","Variant Lesser Dragon","58","30081","Initiate's Marked Bone Piece","1","1","0","0"
"5115","Variant Lesser Dragon","58","30082","Initiate's Attribute Stone","1","1","0","0"
"5115","Variant Lesser Dragon","58","40096","Trainee Transformation Scroll","1","1","1000","0"
"5115","Variant Lesser Dragon","58","40308","Adena","10","100","1000000","0"
"5116","Variant Skull Dragon","58","20082","Initiate T-Shirt","1","1","1000","0"
"5116","Variant Skull Dragon","58","30027","Trainee Armor Enhancement Scroll","1","1","2000","0"
"5116","Variant Skull Dragon","58","30028","Trainee's Weapon Enhancement Scroll","1","1","1000","0"
"5116","Variant Skull Dragon","58","30073","Initiate's Brave Potion","1","1","2000","0"
"5116","Variant Skull Dragon","58","30074","Initiate's Resurrection Scroll","1","1","1000","0"
"5116","Variant Skull Dragon","58","30075","Initiate's Evil Blood","1","1","2000","0"
