"id","location","count","npc_templateid","group_id","locx","locy","randomx","randomy","locx1","locy1","locx2","locy2","heading","min_respawn_delay","max_respawn_delay","mapid","respawn_screen","movement_distance","rest","near_spawn"
"39","Frog","0","45005","0","32562","32226","0","0","0","0","0","0","7","60","120","4","0","100","0","0"
"40","Frog","0","45005","0","32550","32215","0","0","0","0","0","0","7","60","120","4","0","100","0","0"
"41","Frog","0","45005","0","33063","32772","0","0","0","0","0","0","4","60","120","4","0","100","0","0"
"42","Frog","0","45005","0","33076","32770","0","0","0","0","0","0","1","60","120","4","0","100","0","0"
"43","Goblins","0","45008","0","32060","33372","4","0","0","0","0","0","0","60","120","4","0","100","0","0"
"44","Goblins","1","45008","0","33117","32626","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"45","Goblins","0","45008","0","33090","32595","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"46","Goblins","1","45008","0","33076","32580","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"47","Goblins","0","45008","0","33130","32604","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"48","Goblins","1","45008","0","33145","32616","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"49","Goblins","0","45008","0","33194","32662","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"50","Goblins","1","45008","0","33215","32683","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"51","Goblins","0","45008","0","33249","32718","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"52","Goblins","1","45008","0","33181","32698","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"53","Goblins","0","45008","0","33180","32648","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"54","Goblins","1","45008","0","33179","32629","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"55","Goblins","0","45008","0","33163","32584","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"56","Goblins","1","45008","0","33192","32601","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"57","Goblins","0","45008","0","33228","32614","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"58","Goblins","1","45008","5","33250","32630","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"59","Goblins","0","45008","0","33031","33494","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"60","Oak","1","7220016","0","32866","33055","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"61","Oak","0","7220016","0","32889","33063","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"62","Oak","1","7220016","0","33226","33057","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"63","Oak","0","7220016","0","33207","33034","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"64","Oak","1","7220016","0","33163","33068","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"65","Oak","0","7220016","0","33209","33061","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"66","Oak","1","7220016","0","33144","33057","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"67","Oak","0","7220016","0","33094","33041","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"68","Oak","1","7220016","0","33100","33007","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"69","Oak","0","7220016","0","33067","32981","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"70","Oak","1","7220016","0","33039","32996","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"71","Oak","0","7220016","0","33064","33025","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"72","Oak","1","7220016","0","33018","33017","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"73","Oak","1","7220016","0","33078","33498","10","10","0","0","0","0","0","60","120","4","0","100","0","0"
"74","rabbit","1","45010","0","33053","33427","0","0","0","0","0","0","1","60","120","4","0","100","0","0"
"75","rabbit","0","45010","0","33083","33429","0","0","0","0","0","0","3","60","120","4","0","100","0","0"
"76","rabbit","1","45010","0","33048","33469","0","0","0","0","0","0","5","60","120","4","0","100","0","0"
"77","rabbit","0","45010","0","33034","33470","0","0","0","0","0","0","7","60","120","4","0","100","0","0"
"78","rabbit","1","45010","0","33021","33492","0","0","0","0","0","0","7","60","120","4","0","100","0","0"
"79","rabbit","0","45010","0","33022","33492","0","0","0","0","0","0","3","60","120","4","0","100","0","0"
"80","rabbit","1","45010","0","32995","33499","0","0","0","0","0","0","3","60","120","4","0","100","0","0"
"81","rabbit","0","45010","0","32971","33457","0","0","0","0","0","0","7","60","120","4","0","100","0","0"
"82","rabbit","1","45010","0","32949","33436","0","0","0","0","0","0","7","60","120","4","0","100","0","0"
"83","rabbit","0","45010","0","32974","33379","0","0","0","0","0","0","3","60","120","4","0","100","0","0"
"84","rabbit","1","45010","0","32996","33380","0","0","0","0","0","0","3","60","120","4","0","100","0","0"
"85","rabbit","0","45010","0","33022","33362","0","0","0","0","0","0","7","60","120","4","0","100","0","0"
"86","rabbit","1","45010","0","33030","33325","0","0","0","0","0","0","3","60","120","4","0","100","0","0"
"87","rabbit","0","45010","0","33077","33361","0","0","0","0","0","0","3","60","120","4","0","100","0","0"
"88","rabbit","1","45010","0","33092","33363","0","0","0","0","0","0","0","60","120","4","0","100","0","0"
"89","rabbit","0","45010","0","33104","33333","0","0","0","0","0","0","3","60","120","4","0","100","0","0"
"90","rabbit","1","45010","0","33120","33330","0","0","0","0","0","0","3","60","120","4","0","100","0","0"
"91","rabbit","0","45010","0","33154","33348","0","0","0","0","0","0","5","60","120","4","0","100","0","0"
"92","rabbit","1","45010","0","33145","33356","0","0","0","0","0","0","7","60","120","4","0","100","0","0"
"93","rabbit","0","45010","0","33156","33369","0","0","0","0","0","0","3","60","120","4","0","100","0","0"
"94","rabbit","1","45010","0","33162","33383","0","0","0","0","0","0","3","60","120","4","0","100","0","0"
"95","rabbit","0","45010","0","33181","33390","0","0","0","0","0","0","3","60","120","4","0","100","0","0"
"96","rabbit","1","45010","0","33180","33414","0","0","0","0","0","0","3","60","120","4","0","100","0","0"
"97","rabbit","0","45010","0","33179","33433","0","0","0","0","0","0","5","60","120","4","0","100","0","0"
"98","rabbit","1","45010","0","33172","33440","0","0","0","0","0","0","4","60","120","4","0","100","0","0"
"99","rabbit","0","45010","0","33171","33479","0","0","0","0","0","0","5","60","120","4","0","100","0","0"
"100","rabbit","1","45010","0","33194","33488","0","0","0","0","0","0","3","60","120","4","0","100","0","0"
"101","rabbit","0","45010","0","33234","33484","0","0","0","0","0","0","1","60","120","4","0","100","0","0"
"102","rabbit","1","45010","0","33275","33467","0","0","0","0","0","0","7","60","120","4","0","100","0","0"
"103","rabbit","0","45010","0","33277","33441","0","0","0","0","0","0","7","60","120","4","0","100","0","0"
"104","rabbit","1","45010","0","33269","33421","0","0","0","0","0","0","7","60","120","4","0","100","0","0"
"105","rabbit","0","45010","0","33261","33392","0","0","0","0","0","0","1","60","120","4","0","100","0","0"
"106","rabbit","1","45010","0","33214","33354","0","0","0","0","0","0","5","60","120","4","0","100","0","0"
"107","rabbit","0","45010","0","33201","33345","0","0","0","0","0","0","7","60","120","4","0","100","0","0"
"108","rabbit","1","45010","0","33198","33323","0","0","0","0","0","0","0","60","120","4","0","100","0","0"
"109","rabbit","0","45010","0","33196","33312","0","0","0","0","0","0","7","60","120","4","0","100","0","0"
"110","rabbit","1","45010","0","33199","33290","0","0","0","0","0","0","1","60","120","4","0","100","0","0"
"111","rabbit","0","45010","0","33205","33260","0","0","0","0","0","0","7","60","120","4","0","100","0","0"
"112","rabbit","1","45010","0","33198","33213","0","0","0","0","0","0","7","60","120","4","0","100","0","0"
"113","rabbit","0","45010","0","33210","33189","0","0","0","0","0","0","7","60","120","4","0","100","0","0"
"114","rabbit","1","45010","0","33196","33173","0","0","0","0","0","0","7","60","120","4","0","100","0","0"
"115","rabbit","0","45010","0","33203","33156","0","0","0","0","0","0","7","60","120","4","0","100","0","0"
"116","rabbit","1","45010","0","33160","33138","0","0","0","0","0","0","5","60","120","4","0","100","0","0"
"117","rabbit","0","45010","0","33148","33156","0","0","0","0","0","0","5","60","120","4","0","100","0","0"
"118","rabbit","1","45010","0","33124","33189","0","0","0","0","0","0","5","60","120","4","0","100","0","0"
"119","rabbit","0","45010","0","33126","33201","0","0","0","0","0","0","3","60","120","4","0","100","0","0"
"120","rabbit","1","45010","0","33119","33213","0","0","0","0","0","0","7","60","120","4","0","100","0","0"
"121","rabbit","0","45010","0","33086","33398","0","0","0","0","0","0","1","60","120","4","0","100","0","0"
"122","rabbit","1","45010","0","33659","33210","0","0","0","0","0","0","3","60","120","4","0","100","0","0"
"123","rabbit","0","45010","0","33678","33234","0","0","0","0","0","0","5","60","120","4","0","100","0","0"
"124","rabbit","1","45010","0","33664","33245","0","0","0","0","0","0","3","60","120","4","0","100","0","0"
"125","rabbit","0","45010","0","33684","33256","0","0","0","0","0","0","3","60","120","4","0","100","0","0"
"126","rabbit","1","45010","0","33694","33268","0","0","0","0","0","0","3","60","120","4","0","100","0","0"
"127","rabbit","0","45010","0","33705","33266","0","0","0","0","0","0","3","60","120","4","0","100","0","0"
"128","rabbit","1","45010","0","33750","33305","0","0","0","0","0","0","5","60","120","4","0","100","0","0"
"129","rabbit","0","45010","0","33751","33317","0","0","0","0","0","0","3","60","120","4","0","100","0","0"
"130","rabbit","1","45010","0","33763","33332","0","0","0","0","0","0","3","60","120","4","0","100","0","0"
"131","rabbit","0","45010","0","33810","33345","0","0","0","0","0","0","2","60","120","4","0","100","0","0"
"132","rabbit","1","45010","0","33853","33387","0","0","0","0","0","0","3","60","120","4","0","100","0","0"
"133","rabbit","0","45010","0","33822","33440","0","0","0","0","0","0","3","60","120","4","0","100","0","0"
"134","rabbit","1","45010","0","33832","33449","0","0","0","0","0","0","3","60","120","4","0","100","0","0"
"135","rabbit","0","45010","0","33974","33245","0","0","0","0","0","0","3","60","120","4","0","100","0","0"
"136","rabbit","1","45010","0","34004","33224","0","0","0","0","0","0","3","60","120","4","0","100","0","0"
"137","rabbit","0","45010","0","34012","33249","0","0","0","0","0","0","5","60","120","4","0","100","0","0"
"138","rabbit","1","45010","0","33978","33289","0","0","0","0","0","0","5","60","120","4","0","100","0","0"
"139","rabbit","0","45010","0","33974","33295","0","0","0","0","0","0","3","60","120","4","0","100","0","0"
"140","rabbit","1","45010","0","33969","33332","0","0","0","0","0","0","7","60","120","4","0","100","0","0"
"141","rabbit","0","45010","0","33950","33333","0","0","0","0","0","0","7","60","120","4","0","100","0","0"
"142","rabbit","1","45010","0","33927","33336","0","0","0","0","0","0","5","60","120","4","0","100","0","0"
"143","rabbit","0","45010","0","33913","33380","0","0","0","0","0","0","6","60","120","4","0","100","0","0"
"144","rabbit","1","45010","0","33879","33354","0","0","0","0","0","0","7","60","120","4","0","100","0","0"
"145","rabbit","0","45010","0","33924","33280","0","0","0","0","0","0","7","60","120","4","0","100","0","0"
"146","rabbit","1","45010","0","33886","33259","0","0","0","0","0","0","7","60","120","4","0","100","0","0"
"147","rabbit","0","45010","0","33893","33246","0","0","0","0","0","0","3","60","120","4","0","100","0","0"
"148","rabbit","1","45010","0","34008","33142","0","0","0","0","0","0","7","60","120","4","0","100","0","0"
"149","rabbit","0","45010","0","34009","33135","0","0","0","0","0","0","1","60","120","4","0","100","0","0"
"150","rabbit","1","45010","0","34020","33117","0","0","0","0","0","0","1","60","120","4","0","100","0","0"
"151","rabbit","0","45010","0","34056","33120","0","0","0","0","0","0","3","60","120","4","0","100","0","0"
"152","rabbit","1","45010","0","34067","33143","0","0","0","0","0","0","3","60","120","4","0","100","0","0"
"153","rabbit","0","45010","0","34084","33145","0","0","0","0","0","0","1","60","120","4","0","100","0","0"
"154","rabbit","1","45010","0","34118","33134","0","0","0","0","0","0","3","60","120","4","0","100","0","0"
"155","rabbit","0","45010","0","33446","32801","0","0","0","0","0","0","1","60","120","4","0","100","0","0"
"156","rabbit","1","45010","0","33451","32783","0","0","0","0","0","0","3","60","120","4","0","100","0","0"
"157","rabbit","0","45010","0","33441","32823","0","0","0","0","0","0","3","60","120","4","0","100","0","0"
"158","rabbit","1","45010","0","33409","32797","0","0","0","0","0","0","0","60","120","4","0","100","0","0"
"159","rabbit","0","45010","0","33428","32810","0","0","0","0","0","0","2","60","120","4","0","100","0","0"
"160","rabbit","1","45010","0","33400","32777","0","0","0","0","0","0","7","60","120","4","0","100","0","0"
"161","rabbit","0","45010","0","33443","32749","0","0","0","0","0","0","1","60","120","4","0","100","0","0"
"162","rabbit","1","45010","0","33446","32730","0","0","0","0","0","0","7","60","120","4","0","100","0","0"
"163","rabbit","0","45010","0","33443","32714","0","0","0","0","0","0","3","60","120","4","0","100","0","0"
"164","rabbit","1","45010","0","33440","32649","0","0","0","0","0","0","5","60","120","4","0","100","0","0"
"165","rabbit","0","45010","0","33412","32661","0","0","0","0","0","0","3","60","120","4","0","100","0","0"
"166","rabbit","1","45010","0","33389","32675","0","0","0","0","0","0","4","60","120","4","0","100","0","0"
"167","rabbit","0","45010","0","33375","32669","0","0","0","0","0","0","7","60","120","4","0","100","0","0"
"168","rabbit","1","45010","0","33358","32662","0","0","0","0","0","0","3","60","120","4","0","100","0","0"
"169","rabbit","0","45010","0","33347","32689","0","0","0","0","0","0","7","60","120","4","0","100","0","0"
"170","rabbit","1","45010","0","33323","32736","0","0","0","0","0","0","5","60","120","4","0","100","0","0"
"171","rabbit","0","45010","0","33470","32820","0","0","0","0","0","0","1","60","120","4","0","100","0","0"
"172","rabbit","1","45010","0","33493","32781","0","0","0","0","0","0","3","60","120","4","0","100","0","0"
"173","rabbit","0","45010","0","33054","32775","0","0","0","0","0","0","0","60","120","4","0","100","0","0"
"174","rabbit","1","45010","0","33057","32742","0","0","0","0","0","0","5","60","120","4","0","100","0","0"
"175","rabbit","0","45010","0","33040","32752","0","0","0","0","0","0","5","60","120","4","0","100","0","0"
"176","rabbit","1","45010","0","33048","32774","0","0","0","0","0","0","3","60","120","4","0","100","0","0"
"177","rabbit","0","45010","0","32750","32438","0","0","0","0","0","0","7","60","120","4","0","100","0","0"
"178","rabbit","1","45010","0","32722","32450","0","0","0","0","0","0","7","60","120","4","0","100","0","0"
"179","rabbit","0","45010","0","33096","33372","0","0","0","0","0","0","2","60","120","4","0","100","0","0"
"180","rabbit","1","45010","0","33081","33327","0","0","0","0","0","0","1","60","120","4","0","100","0","0"
"181","rabbit","0","45010","0","33088","33395","0","0","0","0","0","0","3","60","120","4","0","100","0","0"
"182","rabbit","1","45010","0","33067","33413","0","0","0","0","0","0","4","60","120","4","0","100","0","0"
"183","rabbit","0","45010","0","32667","32461","0","0","0","0","0","0","7","60","120","4","0","100","0","0"
"184","rabbit","1","45010","0","32654","32434","0","0","0","0","0","0","7","60","120","4","0","100","0","0"
"185","rabbit","0","45010","0","32646","32421","0","0","0","0","0","0","1","60","120","4","0","100","0","0"
"186","rabbit","1","45010","0","32648","32398","0","0","0","0","0","0","1","60","120","4","0","100","0","0"
"187","rabbit","0","45010","0","32610","32378","0","0","0","0","0","0","1","60","120","4","0","100","0","0"
"188","rabbit","1","45010","0","32592","32367","0","0","0","0","0","0","7","60","120","4","0","100","0","0"
"189","rabbit","0","45010","0","32577","32356","0","0","0","0","0","0","7","60","120","4","0","100","0","0"
"190","rabbit","1","45010","0","32557","32356","0","0","0","0","0","0","7","60","120","4","0","100","0","0"
"191","rabbit","0","45010","0","32563","32381","0","0","0","0","0","0","5","60","120","4","0","100","0","0"
"192","rabbit","1","45010","0","32594","32410","0","0","0","0","0","0","3","60","120","4","0","100","0","0"
"193","rabbit","0","45010","0","32590","32430","0","0","0","0","0","0","5","60","120","4","0","100","0","0"
"194","rabbit","1","45010","0","32610","32484","0","0","0","0","0","0","2","60","120","4","0","100","0","0"
"195","rabbit","0","45010","0","32662","32507","0","0","0","0","0","0","3","60","120","4","0","100","0","0"
"196","rabbit","1","45010","0","32671","32504","0","0","0","0","0","0","0","60","120","4","0","100","0","0"
"197","rabbit","0","45010","0","32688","32514","0","0","0","0","0","0","1","60","120","4","0","100","0","0"
"198","rabbit","1","45010","0","32709","32505","0","0","0","0","0","0","1","60","120","4","0","100","0","0"
"199","rabbit","0","45010","0","32708","32490","0","0","0","0","0","0","7","60","120","4","0","100","0","0"
"200","rabbit","1","45010","0","32683","32481","0","0","0","0","0","0","7","60","120","4","0","100","0","0"
"201","rabbit","0","45010","0","32729","32375","0","0","0","0","0","0","1","60","120","4","0","100","0","0"
"202","rabbit","1","45010","0","32797","32347","0","0","0","0","0","0","3","60","120","4","0","100","0","0"
"203","rabbit","0","45010","0","32834","32345","0","0","0","0","0","0","3","60","120","4","0","100","0","0"
"204","rabbit","1","45010","0","32841","32358","0","0","0","0","0","0","3","60","120","4","0","100","0","0"
"205","rabbit","0","45010","0","32833","32425","0","0","0","0","0","0","5","60","120","4","0","100","0","0"
"206","rabbit","1","45010","0","32816","32432","0","0","0","0","0","0","5","60","120","4","0","100","0","0"
"207","rabbit","0","45010","0","32791","32478","0","0","0","0","0","0","1","60","120","4","0","100","0","0"
"208","rabbit","1","45010","0","32808","32462","0","0","0","0","0","0","1","60","120","4","0","100","0","0"
"209","rabbit","0","45010","0","32858","32464","0","0","0","0","0","0","5","60","120","4","0","100","0","0"
"210","rabbit","1","45010","0","32841","32481","0","0","0","0","0","0","5","60","120","4","0","100","0","0"
"211","rabbit","0","45010","0","32832","32490","0","0","0","0","0","0","5","60","120","4","0","100","0","0"
"212","rabbit","1","45010","0","32786","32510","0","0","0","0","0","0","6","60","120","4","0","100","0","0"
"213","rabbit","0","45010","0","32776","32504","0","0","0","0","0","0","0","60","120","4","0","100","0","0"
"214","rabbit","1","45010","0","32762","32489","0","0","0","0","0","0","7","60","120","4","0","100","0","0"
"215","rabbit","0","45010","0","32688","32494","0","0","0","0","0","0","0","60","120","4","0","100","0","0"
"216","rabbit","1","45010","0","32693","32477","0","0","0","0","0","0","1","60","120","4","0","100","0","0"
"217","rabbit","0","45010","0","32704","32402","0","0","0","0","0","0","7","60","120","4","0","100","0","0"
"218","rabbit","1","45010","0","32695","32380","0","0","0","0","0","0","1","60","120","4","0","100","0","0"
"219","rabbit","0","45010","0","32694","32328","0","0","0","0","0","0","1","60","120","4","0","100","0","0"
"220","rabbit","1","45010","0","32709","32310","0","0","0","0","0","0","1","60","120","4","0","100","0","0"
"221","rabbit","0","45010","0","32718","32290","0","0","0","0","0","0","2","60","120","4","0","100","0","0"
"222","rabbit","1","45010","0","32701","32258","0","0","0","0","0","0","5","60","120","4","0","100","0","0"
"223","rabbit","0","45010","0","32678","32281","0","0","0","0","0","0","5","60","120","4","0","100","0","0"
"224","rabbit","1","45010","0","32650","32294","0","0","0","0","0","0","5","60","120","4","0","100","0","0"
"225","rabbit","0","45010","0","32626","32309","0","0","0","0","0","0","7","60","120","4","0","100","0","0"
"226","rabbit","1","45010","0","34053","32278","0","0","0","0","0","0","4","60","120","4","0","100","0","0"
"227","rabbit","1","45010","0","34054","32310","0","0","0","0","0","0","3","60","120","4","0","100","0","0"
"228","rabbit","1","45010","0","33088","33452","0","0","0","0","0","0","1","60","120","4","0","100","0","0"
"229","rabbit","0","45010","0","32884","32790","0","0","0","0","0","0","0","60","120","4","0","100","0","0"
"230","rabbit","1","45010","0","32885","32783","0","0","0","0","0","0","0","60","120","4","0","100","0","0"
"231","rabbit","0","45010","0","32878","32781","0","0","0","0","0","0","5","60","120","4","0","100","0","0"
"232","rabbit","1","45010","0","32863","32815","0","0","0","0","0","0","4","60","120","4","0","100","0","0"
"233","rabbit","0","45010","0","32873","32811","0","0","0","0","0","0","1","60","120","4","0","100","0","0"
"234","rabbit","1","45010","0","32900","32795","0","0","0","0","0","0","2","60","120","4","0","100","0","0"
"235","rabbit","0","45010","0","32908","32775","0","0","0","0","0","0","0","60","120","4","0","100","0","0"
"236","rabbit","1","45010","0","32905","32758","0","0","0","0","0","0","0","60","120","4","0","100","0","0"
"237","rabbit","0","45010","0","32923","32754","0","0","0","0","0","0","3","60","120","4","0","100","0","0"
"238","rabbit","1","45010","0","32941","32788","0","0","0","0","0","0","4","60","120","4","0","100","0","0"
"239","rabbit","0","45010","0","32955","32786","0","0","0","0","0","0","2","60","120","4","0","100","0","0"
"240","rabbit","1","45010","0","32970","32783","0","0","0","0","0","0","3","60","120","4","0","100","0","0"
"241","rabbit","0","45010","0","32952","32823","0","0","0","0","0","0","4","60","120","4","0","100","0","0"
"242","rabbit","1","45010","0","32946","32828","0","0","0","0","0","0","6","60","120","4","0","100","0","0"
"243","rabbit","0","45010","0","32942","32841","0","0","0","0","0","0","6","60","120","4","0","100","0","0"
"244","rabbit","1","45010","0","32934","32857","0","0","0","0","0","0","4","60","120","4","0","100","0","0"
"245","rabbit","0","45010","0","32980","32880","0","0","0","0","0","0","4","60","120","4","0","100","0","0"
"246","rabbit","1","45010","0","32962","32902","0","0","0","0","0","0","4","60","120","4","0","100","0","0"
"247","rabbit","0","45010","0","32963","32995","0","0","0","0","0","0","4","60","120","4","0","100","0","0"
"248","rabbit","1","45010","0","32654","32804","0","0","0","0","0","0","4","60","120","4","0","100","0","0"
"249","rabbit","0","45010","0","32659","32819","0","0","0","0","0","0","4","60","120","4","0","100","0","0"
"250","rabbit","1","45010","0","32674","32812","0","0","0","0","0","0","1","60","120","4","0","100","0","0"
"251","rabbit","0","45010","0","32702","32807","0","0","0","0","0","0","4","60","120","4","0","100","0","0"
"252","rabbit","1","45010","0","32730","32822","0","0","0","0","0","0","5","60","120","4","0","100","0","0"
"253","rabbit","0","45010","0","32730","32833","0","0","0","0","0","0","2","60","120","4","0","100","0","0"
"254","rabbit","1","45010","0","32721","32840","0","0","0","0","0","0","6","60","120","4","0","100","0","0"
"255","rabbit","0","45010","0","32710","32834","0","0","0","0","0","0","5","60","120","4","0","100","0","0"
"256","rabbit","1","45010","0","32698","32833","0","0","0","0","0","0","6","60","120","4","0","100","0","0"
"257","rabbit","0","45010","0","32669","32819","0","0","0","0","0","0","6","60","120","4","0","100","0","0"
"258","rabbit","1","45010","0","32664","32830","0","0","0","0","0","0","3","60","120","4","0","100","0","0"
"259","rabbit","0","45010","0","32676","32832","0","0","0","0","0","0","2","60","120","4","0","100","0","0"
"260","rabbit","1","45010","0","32644","32805","0","0","0","0","0","0","0","60","120","4","0","100","0","0"
"261","rabbit","0","45010","0","32641","32798","0","0","0","0","0","0","0","60","120","4","0","100","0","0"
"262","rabbit","1","45010","0","32684","32827","0","0","0","0","0","0","2","60","120","4","0","100","0","0"
"263","rabbit","0","45010","0","32690","32848","0","0","0","0","0","0","2","60","120","4","0","100","0","0"
"264","rabbit","1","45010","0","32704","32855","0","0","0","0","0","0","3","60","120","4","0","100","0","0"
"265","rabbit","0","45010","0","32677","32870","0","0","0","0","0","0","6","60","120","4","0","100","0","0"
"266","rabbit","1","45010","0","32651","32866","0","0","0","0","0","0","4","60","120","4","0","100","0","0"
"267","rabbit","0","45010","0","32641","32863","0","0","0","0","0","0","6","60","120","4","0","100","0","0"
"268","rabbit","1","45010","0","32611","32829","0","0","0","0","0","0","0","60","120","4","0","100","0","0"
"269","rabbit","0","45010","0","32602","32840","0","0","0","0","0","0","4","60","120","4","0","100","0","0"
"270","rabbit","1","45010","0","32592","32849","0","0","0","0","0","0","6","60","120","4","0","100","0","0"
"271","rabbit","0","45010","0","32590","32845","0","0","0","0","0","0","1","60","120","4","0","100","0","0"
"272","rabbit","1","45010","0","32574","32832","0","0","0","0","0","0","4","60","120","4","0","100","0","0"
"273","rabbit","0","45010","0","32569","32817","0","0","0","0","0","0","0","60","120","4","0","100","0","0"
"274","rabbit","1","45010","0","32566","32790","0","0","0","0","0","0","2","60","120","4","0","100","0","0"
"275","rabbit","0","45010","0","32573","32781","0","0","0","0","0","0","0","60","120","4","0","100","0","0"
"276","rabbit","1","45010","0","32581","32787","0","0","0","0","0","0","2","60","120","4","0","100","0","0"
"277","rabbit","0","45010","0","32578","32767","0","0","0","0","0","0","0","60","120","4","0","100","0","0"
