"id","type","location","npc_id","locx","locy","heading"
"45","0","トーチ","81177","32662","32803","0"
"46","0","トーチ","81177","32662","32790","0"
"47","0","トーチ","81177","32667","32790","0"
"48","0","トーチ","81177","32667","32803","0"
"49","0","トーチ","81177","32663","32846","0"
"50","0","トーチ","81177","32668","32846","0"
"51","0","トーチ","81177","32673","32846","0"
"52","0","トーチ","81177","32795","32824","0"
"53","0","トーチ","81177","32795","32828","0"
"54","0","トーチ","81177","32782","32844","0"
"55","0","トーチ","81177","32782","32848","0"
"56","0","トーチ","81177","32769","32844","0"
"57","0","トーチ","81177","32769","32848","0"
"58","0","トーチ","81177","32746","32845","0"
"59","0","トーチ","81177","32746","32850","0"
"60","0","トーチ","81177","32717","32843","0"
"61","0","トーチ","81177","32717","32850","0"
"62","0","トーチ","81177","32711","32836","0"
"63","0","トーチ","81177","32703","32836","0"
"64","0","トーチ","81177","32696","32843","0"
"65","0","トーチ","81177","32696","32850","0"
"66","0","トーチ","81177","32703","32858","0"
"67","0","トーチ","81177","32710","32858","0"
"234","11","魔界のキングバグベア","900112","32707","32856","0"
"232","11","魔界のキングバグベア","900112","32714","32851","0"
"233","11","魔界のスケルトンマークスマン","900113","32711","32854","0"
"231","11","魔界のスケルトンマークスマン","900113","32716","32846","0"
"230","11","魔界のキングバグベア","900112","32716","32841","0"
"229","10","魔界のバグベア","900110","32712","32838","0"
"220","10","魔界のケルベロス","900111","32703","32855","0"
"221","10","魔界のバグベア","900110","32700","32852","0"
"222","10","魔界のケルベロス","900111","32698","32849","0"
"223","10","魔界のバグベア","900110","32698","32846","0"
"224","10","魔界のケルベロス","900111","32699","32842","0"
"225","10","魔界のバグベア","900110","32701","32840","0"
"226","10","魔界のケルベロス","900111","32704","32838","0"
"227","10","魔界のバグベア","900110","32707","32838","0"
"228","10","魔界のケルベロス","900111","32710","32838","0"
"215","10","魔界のバグベア","900110","32716","32841","0"
"206","9","魔界のスケルトンマークスマン","900113","32747","32852","0"
"219","10","魔界のバグベア","900110","32707","32856","0"
"218","10","魔界のケルベロス","900111","32711","32854","0"
"217","10","魔界のバグベア","900110","32714","32851","0"
"216","10","魔界のケルベロス","900111","32716","32846","0"
"214","9","魔界のスケルトンパイク","900115","32729","32848","0"
"213","9","魔界のスケルトンファイター","900114","32733","32848","0"
"212","9","魔界のスケルトンマークスマン","900113","32737","32848","0"
"211","9","魔界のスケルトンパイク","900115","32742","32852","0"
"209","9","魔界のスケルトンマークスマン","900113","32742","32842","0"
"210","9","魔界のスケルトンファイター","900114","32742","32847","0"
"208","9","魔界のスケルトンパイク","900115","32747","32842","0"
"207","9","魔界のスケルトンファイター","900114","32747","32847","0"
"204","9","魔界のスケルトンファイター","900114","32752","32847","0"
"203","9","魔界のスケルトンマークスマン","900113","32752","32842","0"
"202","8","魔界のスケルトンパイク","900115","32773","32851","0"
"201","8","魔界のスケルトンファイター","900114","32773","32846","0"
"196","8","魔界のスケルトンパイク","900115","32778","32846","0"
"197","8","魔界のスケルトンマークスマン","900113","32778","32851","0"
"198","8","魔界のスケルトンファイター","900114","32775","32853","0"
"199","8","魔界のスケルトンパイク","900115","32771","32853","0"
"200","8","魔界のスケルトンマークスマン","900113","32773","32841","0"
"99","2","魔界のデス","900118","32696","32808","0"
"100","2","魔界のスケルトンパイク","900115","32698","32811","0"
"101","2","魔界のデス","900118","32700","32808","0"
"68","0","トラップ位ジョクグ","900156","32729","32854","0"
"105","3","魔界の幽霊","900116","32708","32806","0"
"106","3","魔界の幽霊","900117","32712","32803","0"
"107","3","魔界のキングバグベア","900112","32712","32807","0"
"194","8","魔界のスケルトンマークスマン","900113","32781","32854","0"
"193","8","魔界のスケルトンパイク","900115","32784","32851","0"
"205","9","魔界のスケルトンパイク","900115","32752","32852","0"
"195","8","魔界のスケルトンファイター","900114","32778","32841","0"
"192","8","魔界のスケルトンファイター","900114","32784","32846","0"
"191","8","魔界のスケルトンマークスマン","900113","32784","32841","0"
"190","7","魔界のサキュバスクイーン","900124","32789","32825","0"
"189","7","魔界のメデューサ","900125","32790","32828","0"
"176","6","魔界のメデューサ","900125","32772","32814","0"
"177","6","魔界のレッサーデーモン","900127","32772","32819","0"
"178","6","魔界のメデューサ","900125","32767","32808","0"
"179","6","魔界のレッサーデーモン","900127","32764","32804","0"
"180","6","魔界のメデューサ","900125","32766","32801","0"
"181","6","魔界のレッサーデーモン","900127","32770","32805","0"
"182","6","魔界のメデューサ","900125","32773","32808","0"
"183","6","魔界のレッサーデーモン","900127","32770","32810","0"
"184","7","魔界のキングバグベア","900112","32791","32820","0"
"185","7","魔界のスケルトンファイター","900114","32791","32824","0"
"186","7","魔界のスケルトンマークスマン","900113","32790","32824","0"
"187","7","魔界のダイアーウルフ","900120","32786","32824","0"
"188","7","魔界のブルート","900122","32786","32828","0"
"677","0","ハーディン最後の床エフェクト","900157","32801","32864","0"
"159","5","魔界のケルベロス","900111","32738","32809","0"
"108","3","魔界のキメラ","900119","32708","32810","0"
"109","3","魔界の幽霊","900116","32712","32812","0"
"110","3","魔界の幽霊","900117","32708","32816","0"
"112","3","魔界のキングバグベア","900112","32717","32818","0"
"113","3","魔界の幽霊","900116","32718","32813","0"
"114","3","魔界の幽霊","900117","32717","32808","0"
"115","3","魔界のキングバグベア","900112","32723","32808","0"
"116","3","魔界のキメラ","900119","32723","32813","0"
"117","3","魔界の幽霊","900116","32723","32818","0"
"118","3","魔界の幽霊","900117","32703","32802","0"
"119","3","魔界のキングバグベア","900112","32702","32798","0"
"120","3","魔界のキメラ","900119","32697","32800","0"
"121","3","魔界の幽霊","900116","32693","32798","0"
"122","3","魔界の幽霊","900117","32689","32802","0"
"124","3","魔界のキングバグベア","900112","32682","32802","0"
"125","3","魔界の幽霊","900116","32679","32799","0"
"126","3","魔界の幽霊","900117","32679","32791","0"
"127","3","魔界のキングバグベア","900112","32682","32794","0"
"128","3","魔界のキメラ","900119","32685","32790","0"
"129","3","魔界の幽霊","900116","32689","32792","0"
"130","3","魔界の幽霊","900117","32690","32787","0"
"131","3","魔界のキングバグベア","900112","32695","32789","0"
"132","3","魔界のキメラ","900119","32699","32792","0"
"133","3","魔界の幽霊","900116","32704","32788","0"
"134","3","魔界の幽霊","900117","32710","32790","0"
"136","3","魔界のキメラ","900119","32715","32792","0"
"137","3","魔界の幽霊","900116","32719","32787","0"
"138","3","魔界の幽霊","900117","32722","32791","0"
"139","3","魔界のキングバグベア","900112","32726","32787","0"
"140","3","魔界のキメラ","900119","32731","32787","0"
"141","3","魔界の幽霊","900116","32728","32791","0"
"142","3","魔界の幽霊","900117","32732","32792","0"
"143","4","魔界のスケルトンマークスマン","900113","32720","32798","0"
"144","4","魔界のスケルトンファイター","900114","32724","32801","0"
"145","4","魔界のスケルトンパイク","900115","32728","32798","0"
"146","4","魔界のスケルトンマークスマン","900113","32730","32802","0"
"147","4","魔界のスケルトンファイター","900114","32735","32798","0"
"148","4","魔界のスケルトンパイク","900115","32738","32793","0"
"149","4","魔界のスケルトンマークスマン","900113","32742","32799","0"
"150","4","魔界のスケルトンファイター","900114","32747","32801","0"
"151","4","魔界のスケルトンパイク","900115","32738","32802","0"
"152","4","魔界のスケルトンマークスマン","900113","32734","32804","0"
"153","4","魔界のスケルトンファイター","900114","32728","32806","0"
"154","4","魔界のスケルトンパイク","900115","32732","32809","0"
"155","4","魔界のスケルトンマークスマン","900113","32728","32813","0"
"156","4","魔界のスケルトンファイター","900114","32732","32816","0"
"157","4","魔界のスケルトンパイク","900115","32729","32820","0"
"676","0","ハーディン最後の床エフェクト","900157","32798","32866","0"
"71","1","魔界のバグベア","900110","32666","32811","0"
"72","1","魔界のケルベロス","900111","32664","32814","0"
"73","1","魔界のバグベア","900110","32668","32815","0"
"74","1","魔界のケルベロス","900111","32660","32817","0"
"75","1","魔界のバグベア","900110","32663","32817","0"
"76","1","魔界のケルベロス","900111","32661","32820","0"
"77","1","魔界のバグベア","900110","32667","32818","0"
"78","1","魔界のケルベロス","900111","32670","32819","0"
"79","1","魔界のバグベア","900110","32667","32821","0"
"80","1","魔界のケルベロス","900111","32669","32823","0"
"81","1","魔界のバグベア","900110","32670","32826","0"
"82","1","魔界のケルベロス","900111","32668","32829","0"
"83","1","魔界のバグベア","900110","32671","32829","0"
"679","0","ハーディン最後の床エフェクト","900157","32798","32872","0"
"85","2","魔界のデス","900118","32677","32825","0"
"86","2","魔界のスケルトンパイク","900115","32677","32821","0"
"87","2","魔界のデス","900118","32681","32821","0"
"88","2","魔界のスケルトンパイク","900115","32686","32821","0"
"89","2","魔界のデス","900118","32677","32817","0"
"90","2","魔界のスケルトンパイク","900115","32681","32817","0"
"92","2","魔界のスケルトンパイク","900115","32677","32813","0"
"93","2","魔界のデス","900118","32683","32812","0"
"94","2","魔界のスケルトンパイク","900115","32673","32809","0"
"95","2","魔界のデス","900118","32677","32809","0"
"96","2","魔界のスケルトンパイク","900115","32681","32809","0"
"97","2","魔界のデス","900118","32687","32809","0"
"69","0","スケルトンドア15","900151","32802","32821","0"
"173","6","魔界のレッサーデーモン","900127","32763","32819","0"
"174","6","魔界のメデューサ","900125","32765","32814","0"
"680","0","ハーディン最後の床エフェクト","900157","32800","32874","0"
"172","6","魔界のメデューサ","900125","32759","32818","0"
"171","6","魔界のレッサーデーモン","900127","32758","32814","0"
"164","5","魔界のデス","900118","32743","32816","0"
"165","5","魔界のケルベロス","900111","32739","32817","0"
"166","5","魔界のデス","900118","32739","32821","0"
"167","5","魔界のケルベロス","900111","32748","32816","0"
"168","5","魔界のデス","900118","32753","32816","0"
"170","6","魔界のメデューサ","900125","32759","32811","0"
"163","5","魔界のケルベロス","900111","32748","32811","0"
"162","5","魔界のデス","900118","32752","32809","0"
"160","5","魔界のデス","900118","32743","32811","0"
"161","5","魔界のケルベロス","900111","32750","32807","0"
"236","11","魔界のキングバグベア","900112","32700","32852","0"
"237","11","魔界のスケルトンマークスマン","900113","32698","32849","0"
"238","11","魔界のキングバグベア","900112","32698","32846","0"
"239","11","魔界のスケルトンマークスマン","900113","32699","32842","0"
"240","11","魔界のキングバグベア","900112","32701","32840","0"
"241","11","魔界のスケルトンマークスマン","900113","32704","32838","0"
"242","11","魔界のキングバグベア","900112","32707","32838","0"
"243","11","魔界のスケルトンマークスマン","900113","32710","32838","0"
"244","11","魔界のキングバグベア","900112","32712","32838","0"
"245","12","魔界のスケルトンパイク","900115","32716","32841","0"
"246","12","魔界の幽霊","900116","32716","32846","0"
"247","12","魔界の幽霊","900117","32714","32851","0"
"248","12","魔界のスケルトンパイク","900115","32711","32854","0"
"249","12","魔界の幽霊","900116","32707","32856","0"
"250","12","魔界の幽霊","900117","32703","32855","0"
"251","12","魔界のスケルトンパイク","900115","32700","32852","0"
"252","12","魔界の幽霊","900116","32698","32849","0"
"253","12","魔界の幽霊","900117","32698","32846","0"
"254","12","魔界のスケルトンパイク","900115","32699","32842","0"
"255","12","魔界の幽霊","900116","32701","32840","0"
"256","12","魔界の幽霊","900117","32704","32838","0"
"257","12","魔界のスケルトンパイク","900115","32707","32838","0"
"258","12","魔界の幽霊","900116","32710","32838","0"
"259","12","魔界の幽霊","900117","32712","32838","0"
"260","13","魔界のデス","900118","32716","32841","0"
"261","13","魔界のキメラ","900119","32716","32846","0"
"262","13","魔界のデス","900118","32714","32851","0"
"263","13","魔界のキメラ","900119","32711","32854","0"
"264","13","魔界のデス","900118","32707","32856","0"
"265","13","魔界のキメラ","900119","32703","32855","0"
"266","13","魔界のデス","900118","32700","32852","0"
"267","13","魔界のキメラ","900119","32698","32849","0"
"268","13","魔界のデス","900118","32698","32846","0"
"269","13","魔界のキメラ","900119","32699","32842","0"
"270","13","魔界のデス","900118","32701","32840","0"
"271","13","魔界のキメラ","900119","32704","32838","0"
"272","13","魔界のデス","900118","32707","32838","0"
"273","13","魔界のキメラ","900119","32710","32838","0"
"274","13","魔界のキメラ","900119","32712","32838","0"
"275","14","魔界のダイアーウルフ","900120","32716","32841","0"
"276","14","魔界のダイアーウルフ","900120","32716","32846","0"
"277","14","魔界のダイアーウルフ","900120","32714","32851","0"
"278","14","魔界のダイアーウルフ","900120","32711","32854","0"
"279","14","魔界のダイアーウルフ","900120","32707","32856","0"
"280","14","魔界のダイアーウルフ","900120","32703","32855","0"
"281","14","魔界のダイアーウルフ","900120","32700","32852","0"
"282","14","魔界のダイアーウルフ","900120","32698","32849","0"
"283","14","魔界のダイアーウルフ","900120","32698","32846","0"
"284","14","魔界のダイアーウルフ","900120","32699","32842","0"
"285","14","魔界のダイアーウルフ","900120","32701","32840","0"
"286","14","魔界のダイアーウルフ","900120","32704","32838","0"
"287","14","魔界のダイアーウルフ","900120","32707","32838","0"
"288","14","魔界のダイアーウルフ","900120","32710","32838","0"
"289","14","魔界のダイアーウルフ","900120","32712","32838","0"
"290","15","魔界のブルート","900122","32716","32841","0"
"291","15","魔界のブルート","900122","32716","32846","0"
"292","15","魔界のブルート","900122","32714","32851","0"
"293","15","魔界のブルート","900122","32711","32854","0"
"294","15","魔界のブルート","900122","32707","32856","0"
"295","15","魔界のブルート","900122","32703","32855","0"
"296","15","魔界のブルート","900122","32700","32852","0"
"297","15","魔界のブルート","900122","32698","32849","0"
"298","15","魔界のブルート","900122","32698","32846","0"
"299","15","魔界のブルート","900122","32699","32842","0"
"300","15","魔界のブルート","900122","32701","32840","0"
"301","15","魔界のブルート","900122","32704","32838","0"
"302","15","魔界のブルート","900122","32707","32838","0"
"303","15","魔界のブルート","900122","32710","32838","0"
"304","15","魔界のブルート","900122","32712","32838","0"
"305","16","魔界のイフリート","900123","32716","32841","0"
"306","16","魔界のサキュバスクイーン","900124","32716","32846","0"
"307","16","魔界のイフリート","900123","32714","32851","0"
"308","16","魔界のサキュバスクイーン","900124","32711","32854","0"
"309","16","魔界のイフリート","900123","32707","32856","0"
"310","16","魔界のサキュバスクイーン","900124","32703","32855","0"
"311","16","魔界のイフリート","900123","32700","32852","0"
"312","16","魔界のサキュバスクイーン","900124","32698","32849","0"
"313","16","魔界のイフリート","900123","32698","32846","0"
"314","16","魔界のサキュバスクイーン","900124","32699","32842","0"
"315","16","魔界のイフリート","900123","32701","32840","0"
"316","16","魔界のサキュバスクイーン","900124","32704","32838","0"
"317","16","魔界のイフリート","900123","32707","32838","0"
"318","16","魔界のサキュバスクイーン","900124","32710","32838","0"
"319","16","魔界のイフリート","900123","32712","32838","0"
"320","17","魔界のメデューサ","900125","32716","32841","0"
"321","17","魔界のメデューサ","900125","32716","32846","0"
"322","17","魔界のメデューサ","900125","32714","32851","0"
"323","17","魔界のメデューサ","900125","32711","32854","0"
"324","17","魔界のメデューサ","900125","32707","32856","0"
"325","17","魔界のメデューサ","900125","32703","32855","0"
"326","17","魔界のメデューサ","900125","32700","32852","0"
"327","17","魔界のメデューサ","900125","32698","32849","0"
"328","17","魔界のメデューサ","900125","32698","32846","0"
"329","17","魔界のメデューサ","900125","32699","32842","0"
"330","17","魔界のメデューサ","900125","32701","32840","0"
"331","17","魔界のメデューサ","900125","32704","32838","0"
"332","17","魔界のメデューサ","900125","32707","32838","0"
"333","17","魔界のメデューサ","900125","32710","32838","0"
"334","17","魔界のメデューサ","900125","32712","32838","0"
"335","18","魔界の吸血鬼","900126","32716","32841","0"
"336","18","リッパー","900129","32716","32846","0"
"337","18","魔界の吸血鬼","900126","32714","32851","0"
"338","18","魔界の吸血鬼","900126","32711","32854","0"
"339","18","リッパー","900129","32707","32856","0"
"340","18","魔界の吸血鬼","900126","32703","32855","0"
"341","18","リッパー","900129","32700","32852","0"
"342","18","魔界の吸血鬼","900126","32698","32849","0"
"343","18","魔界の吸血鬼","900126","32698","32846","0"
"344","18","魔界の吸血鬼","900126","32699","32842","0"
"345","18","リッパー","900129","32701","32840","0"
"346","18","魔界の吸血鬼","900126","32704","32838","0"
"347","18","魔界の吸血鬼","900126","32707","32838","0"
"348","18","魔界の吸血鬼","900126","32710","32838","0"
"349","18","リッパー","900129","32712","32838","0"
"350","19","魔界のサイクロプス","900128","32716","32841","0"
"351","19","魔界のグレートミノタウルス","900130","32716","32846","0"
"352","19","魔界のサイクロプス","900128","32714","32851","0"
"353","19","魔界のサイクロプス","900128","32711","32854","0"
"354","19","魔界のサイクロプス","900128","32707","32856","0"
"652","22","ボス部屋裏話ドア10","900168","32703","32872","0"
"356","19","魔界のサイクロプス","900128","32700","32852","0"
"357","19","魔界のサイクロプス","900128","32698","32849","0"
"358","19","魔界のサイクロプス","900128","32698","32846","0"
"359","19","魔界のサイクロプス","900128","32699","32842","0"
"360","19","魔界のサイクロプス","900128","32701","32840","0"
"361","19","魔界のサイクロプス","900128","32704","32838","0"
"362","19","魔界のサイクロプス","900128","32707","32838","0"
"363","19","魔界のサイクロプス","900128","32710","32838","0"
"653","22","ボス部屋裏話ドア6","900168","32708","32866","0"
"365","20","魔界の本ドラゴン","900131","32716","32841","0"
"366","20","魔界のゾンビロード","900132","32716","32846","0"
"367","20","魔界の本ドラゴン","900131","32714","32851","0"
"368","20","魔界の本ドラゴン","900131","32711","32854","0"
"369","20","魔界の本ドラゴン","900131","32707","32856","0"
"370","20","魔界の本ドラゴン","900131","32703","32855","0"
"654","22","ボス部屋裏話ドア7","900168","32709","32866","0"
"372","20","魔界の本ドラゴン","900131","32698","32849","0"
"373","20","魔界の本ドラゴン","900131","32698","32846","0"
"374","20","魔界の本ドラゴン","900131","32699","32842","0"
"375","20","魔界の本ドラゴン","900131","32701","32840","0"
"376","20","魔界の本ドラゴン","900131","32704","32838","0"
"377","20","魔界の本ドラゴン","900131","32707","32838","0"
"378","20","魔界の本ドラゴン","900131","32710","32838","0"
"380","0","ハーディン床エフェクト","900159","32716","32846","0"
"655","22","ボス部屋裏話ドア8","900168","32710","32866","0"
"656","22","ボス部屋裏話ドア15","900168","32708","32872","0"
"657","22","ボス部屋裏話ドア9","900168","32711","32866","0"
"658","22","ボス部屋裏話ドア14","900168","32707","32872","0"
"659","22","ボス部屋裏話ドア13","900168","32706","32872","0"
"660","22","ボス部屋裏話ドア12","900168","32705","32872","0"
"661","22","ボス部屋裏話ドア11","900168","32704","32872","0"
"662","22","ボス部屋裏話ドア5","900168","32707","32866","0"
"663","22","ボス部屋裏話ドア4","900168","32706","32866","0"
"664","22","ボス部屋裏話ドア3","900168","32705","32866","0"
"665","22","ボス部屋裏話ドア2","900168","32704","32866","0"
"666","22","ボス部屋裏話ドア1","900168","32703","32866","0"
"667","22","ボス部屋裏話ドア16","900168","32709","32872","0"
"684","99","ハーディン補償エフェクト","900158","32802","32868","0"
"687","0","ハーディン3段階ワープゾーン","900160","32785","32821","0"
"688","21","バフォメット","900133","32716","32846","0"
