"area_x1","area_y1","area_x2","area_y2","area_mapid","getback_x1","getback_y1","getback_x2","getback_y2","getback_x3","getback_y3","getback_mapid","getback_townid","getback_townid_elf","getback_townid_darkelf","scrollescape","note"
"0","0","0","0","73","34053","32284","34053","32284","34053","32284","4","10","0","0","1","修正の洞窟2F"
"0","0","0","0","74","34053","32284","34053","32284","34053","32284","4","10","0","0","1","修正の洞窟3F"
"0","0","0","0","75","34053","32284","34053","32284","34053","32284","4","10","0","0","1","象牙の塔1F"
"0","0","0","0","76","34053","32284","34053","32284","34053","32284","4","10","0","0","1","象牙の塔2F"
"0","0","0","0","77","34053","32284","34053","32284","34053","32284","4","10","0","0","1","象牙の塔3F"
"0","0","0","0","78","34053","32284","34053","32284","34053","32284","4","10","0","0","1","象牙の塔4F"
"0","0","0","0","79","34053","32284","34053","32284","34053","32284","4","10","0","0","1","象牙の塔5F"
"0","0","0","0","80","34053","32284","34053","32284","34053","32284","4","10","0","0","1","象牙の塔6F"
"0","0","0","0","81","34053","32284","34053","32284","34053","32284","4","10","0","0","1","象牙の塔7F"
"0","0","0","0","82","34053","32284","34053","32284","34053","32284","4","10","0","0","1","象牙の塔8F"
"0","0","0","0","83","33604","33237","33604","33237","33604","33237","4","8","0","0","1","忘れられた島に行く船"
"0","0","0","0","84","33604","33237","33604","33237","33604","33237","4","0","0","0","1","Heineに行く船"
"0","0","0","0","85","32831","32838","32831","32838","32831","32838","8011","0","0","0","1","歌う島の洞窟（npcココから）"
"0","0","0","0","86","32831","32838","32831","32838","32831","32838","8011","0","0","0","1","歌う島の洞窟（npcクから）"
"0","0","0","0","87","32831","32838","32831","32838","32831","32838","8011","0","0","0","1","掘りの部屋"
"0","0","0","0","88","0","0","0","0","0","0","0","7","0","0","1","ギランUB"
"0","0","0","0","89","0","0","0","0","0","0","0","7","0","0","1","ギランUB"
"0","0","0","0","90","0","0","0","0","0","0","0","7","0","0","1","ギランUB"
"0","0","0","0","91","0","0","0","0","0","0","0","1","0","0","1","話をすることができる島UB"
"0","0","0","0","92","0","0","0","0","0","0","0","3","0","0","1","グルディオUB"
"0","0","0","0","93","0","0","0","0","0","0","0","0","0","0","1","ケントUB"
"0","0","0","0","94","0","0","0","0","0","0","0","0","0","0","1","ウィンダウトドUB"
"0","0","0","0","95","0","0","0","0","0","0","0","2","0","0","1","シルバーナイトタウンUB"
"0","0","0","0","96","0","0","0","0","0","0","0","0","0","0","1","眺めカスの立ってみUB"
"0","0","0","0","97","0","0","0","0","0","0","0","8","0","0","1","Heine UB"
"0","0","0","0","98","0","0","0","0","0","0","0","9","0","0","1","完熟UB"
"0","0","0","0","99","0","0","0","0","0","0","0","2","0","0","1","GMルーム"
"0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","1","0"
"0","0","0","0","101","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔1F"
"0","0","0","0","102","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔2F"
"0","0","0","0","103","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔3F"
"0","0","0","0","104","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔4F"
"0","0","0","0","105","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔5F"
"0","0","0","0","106","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔6F"
"0","0","0","0","107","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔7F"
"0","0","0","0","108","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔8F"
"0","0","0","0","109","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔9F"
"0","0","0","0","110","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔10F"
"0","0","0","0","111","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔11F"
"0","0","0","0","112","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔12F"
"0","0","0","0","113","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔13F"
"0","0","0","0","114","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔14F"
"0","0","0","0","115","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔15F"
"0","0","0","0","116","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔16F"
"0","0","0","0","117","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔17F"
"0","0","0","0","118","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔18F"
"0","0","0","0","119","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔19F"
"0","0","0","0","120","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔20F"
"0","0","0","0","121","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔21F"
"0","0","0","0","122","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔22F"
"0","0","0","0","123","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔23F"
"0","0","0","0","124","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔24F"
"0","0","0","0","125","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔25F"
"0","0","0","0","126","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔26F"
"0","0","0","0","127","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔27F"
"0","0","0","0","128","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔28F"
"0","0","0","0","129","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔29F"
"0","0","0","0","130","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔30F"
"0","0","0","0","131","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔31F"
"0","0","0","0","132","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔32F"
"0","0","0","0","133","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔33F"
"0","0","0","0","134","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔34F"
"0","0","0","0","135","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔35F"
"0","0","0","0","136","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔36F"
"0","0","0","0","137","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔37F"
"0","0","0","0","138","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔38F"
"0","0","0","0","139","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔39F"
"0","0","0","0","140","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔40F"
"0","0","0","0","141","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔41F"
"0","0","0","0","142","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔42F"
"0","0","0","0","143","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔43F"
"0","0","0","0","144","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔44F"
"0","0","0","0","145","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔45F"
"0","0","0","0","146","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔46F"
"0","0","0","0","147","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔47F"
"0","0","0","0","148","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔48F"
"0","0","0","0","149","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔49F"
"0","0","0","0","150","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔50F"
"0","0","0","0","151","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔51F"
"0","0","0","0","152","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔52F"
"0","0","0","0","153","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔53F"
"0","0","0","0","154","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔54F"
"0","0","0","0","155","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔55F"
"0","0","0","0","156","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔56F"
"0","0","0","0","157","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔57F"
"0","0","0","0","158","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔58F"
"0","0","0","0","159","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔59F"
"0","0","0","0","160","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔60F"
"0","0","0","0","161","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔61F"
"0","0","0","0","162","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔62F"
"0","0","0","0","163","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔63F"
"0","0","0","0","164","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔64F"
"0","0","0","0","165","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔65F"
"0","0","0","0","166","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔66F"
"0","0","0","0","167","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔67F"
"0","0","0","0","168","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔68F"
"0","0","0","0","169","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔69F"
"0","0","0","0","170","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔70F"
"0","0","0","0","171","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔71F"
"0","0","0","0","172","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔72F"
"0","0","0","0","173","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔73F"
"0","0","0","0","174","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔74F"
"0","0","0","0","175","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔75F"
"0","0","0","0","176","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔76F"
"0","0","0","0","177","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔77F"
"0","0","0","0","178","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔78F"
"0","0","0","0","179","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔79F"
"0","0","0","0","180","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔80F"
"0","0","0","0","181","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔81F"
"0","0","0","0","182","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔82F"
"0","0","0","0","183","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔83F"
"0","0","0","0","184","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔84F"
"0","0","0","0","185","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔85F"
"0","0","0","0","186","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔86F"
"0","0","0","0","187","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔87F"
"0","0","0","0","188","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔88F"
"0","0","0","0","189","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔89F"
"0","0","0","0","190","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔90F"
"0","0","0","0","191","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔91F"
"0","0","0","0","192","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔92F"
"0","0","0","0","193","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔93F"
"0","0","0","0","194","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔94F"
"0","0","0","0","195","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔95F"
"0","0","0","0","196","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔96F"
"0","0","0","0","197","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔97F"
"0","0","0","0","198","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔98F"
"0","0","0","0","199","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔99F"
"0","0","0","0","200","33966","33253","33966","33253","33966","33253","4","12","0","0","1","傲慢の塔100F"
"0","0","0","0","201","32574","32941","32574","32941","32574","32941","0","1","0","0","1","ウィザードのクエスト洞窟"
"0","0","0","0","202","32574","32941","32574","32941","32574","32941","0","1","0","0","1","ウィザードのクエスト洞窟"
"0","0","0","0","203","32574","32941","32574","32941","32574","32941","0","1","0","0","1","ウィザードのクエスト洞窟"
"0","0","0","0","204","32574","32941","32574","32941","32574","32941","0","1","0","0","1","ウィザードのクエスト洞窟"
"0","0","0","0","205","32574","32941","32574","32941","32574","32941","0","1","0","0","1","ウィザードのクエスト洞窟"
"0","0","0","0","206","32574","32941","32574","32941","32574","32941","0","1","0","0","1","ウィザードのクエスト洞窟"
"0","0","0","0","207","32574","32941","32574","32941","32574","32941","0","1","0","0","1","ウィザードのクエスト洞窟"
"0","0","0","0","208","32574","32941","32574","32941","32574","32941","0","1","0","0","1","ウィザードのクエスト洞窟"
"0","0","0","0","209","0","0","0","0","0","0","0","4","11","0","1","ダークエル後ケーブ"
"0","0","0","0","210","0","0","0","0","0","0","0","4","11","0","1","ダークエル後ケーブ"
"0","0","0","0","211","0","0","0","0","0","0","0","4","11","0","1","ダークエル後ケーブ"
"0","0","0","0","212","0","0","0","0","0","0","0","4","11","0","1","ダークエル後ケーブ"
"0","0","0","0","213","0","0","0","0","0","0","0","4","11","0","1","ダークエル後ケーブ"
"0","0","0","0","214","0","0","0","0","0","0","0","4","11","0","1","ダークエル後ケーブ"
"0","0","0","0","215","0","0","0","0","0","0","0","4","11","0","1","ダークエル後ケーブ"
"0","0","0","0","216","0","0","0","0","0","0","0","4","11","0","1","ダークエル後ケーブ"
"0","0","0","0","217","32612","33188","32612","33188","32612","33188","4","2","0","0","1","フリーLV30のクエスト（ミュータントト洞窟）"
"0","0","0","0","218","32612","33188","32612","33188","32612","33188","4","2","0","0","1","フリーLV30のクエスト（ミュータントト洞窟）"
"0","0","0","0","219","32612","33188","32612","33188","32612","33188","4","2","0","0","1","フリーLV30のクエスト（ミュータントト洞窟）"
"0","0","0","0","220","32612","33188","32612","33188","32612","33188","4","2","0","0","1","フリーLV30のクエスト（ミュータントト洞窟）"
"0","0","0","0","221","33082","33389","33082","33389","33082","33389","4","2","0","0","1","がロッドのクエスト洞窟"
"0","0","0","0","222","33082","33389","33082","33389","33082","33389","4","2","0","0","1","がロッドのクエスト洞窟"
"0","0","0","0","223","33082","33389","33082","33389","33082","33389","4","2","0","0","1","がロッドのクエスト洞窟"
"0","0","0","0","224","33082","33389","33082","33389","33082","33389","4","2","0","0","1","がロッドのクエスト洞窟"
"0","0","0","0","225","33082","33389","33082","33389","33082","33389","4","2","0","0","1","がロッドのクエスト洞窟"
"0","0","0","0","226","33082","33389","33082","33389","33082","33389","4","2","0","0","1","がロッドのクエスト洞窟"
"0","0","0","0","227","33082","33389","33082","33389","33082","33389","4","2","0","0","1","がロッドのクエスト洞窟"
"0","0","0","0","228","33082","33389","33082","33389","33082","33389","4","2","0","0","1","がロッドのクエスト洞窟"
"0","0","0","0","229","33082","33389","33082","33389","33082","33389","4","2","0","0","1","がロッドのクエスト洞窟"
"0","0","0","0","230","33082","33389","33082","33389","33082","33389","4","2","0","0","1","がロッドのクエスト洞窟"
"0","0","0","0","231","33082","33389","33082","33389","33082","33389","4","2","0","0","1","がロッドのクエスト洞窟"
"0","0","0","0","232","33082","33389","33082","33389","33082","33389","4","2","0","0","1","がロッドのクエスト洞窟"
"0","0","0","0","233","33082","33389","33082","33389","33082","33389","4","2","0","0","1","がロッドのクエスト洞窟"
"0","0","0","0","234","33082","33389","33082","33389","33082","33389","4","2","0","0","1","がロッドのクエスト洞窟"
"0","0","0","0","235","33082","33389","33082","33389","33082","33389","4","2","0","0","1","がロッドのクエスト洞窟"
"0","0","0","0","236","33082","33389","33082","33389","33082","33389","4","2","0","0","1","がロッドのクエスト洞窟"
"0","0","0","0","237","32628","32807","32628","32807","32628","32807","4","3","0","0","1","ジムの密室"
"0","0","0","0","238","0","0","0","0","0","0","0","0","0","0","1",""
"0","0","0","0","239","0","0","0","0","0","0","0","0","0","0","1",""
"0","0","0","0","240","33049","32780","33049","32780","33049","32780","4","6","0","0","1","ケント洞窟1F"
"0","0","0","0","241","33049","32780","33049","32780","33049","32780","4","6","0","0","1","ケント洞窟2F"
"0","0","0","0","242","33049","32780","33049","32780","33049","32780","4","6","0","0","1","ケント洞窟3F"
"0","0","0","0","243","33049","32780","33049","32780","33049","32780","4","6","0","0","1","ケント洞窟4F"
"0","0","0","0","244","32750","32435","32745","32447","32738","32452","4","0","0","0","1","汚染された祝福の地"
"0","0","0","0","255","33722","32496","33722","32496","33722","32496","4","0","0","0","1","ドゥウォ症候性洞窟：鉱山"
"0","0","0","0","256","33722","32496","33722","32496","33722","32496","4","0","0","0","1","ドゥウォ症候性洞窟：荒野"
"0","0","0","0","271","34053","32284","34053","32284","34053","32284","4","10","0","0","1","水晶の洞窟-オーレン村"
"0","0","0","0","272","34053","32284","34053","32284","34053","32284","4","10","0","0","1","水晶の洞窟-オーレン村"
"0","0","0","0","273","34053","32284","34053","32284","34053","32284","4","10","0","0","1","水晶の洞窟-オーレン村"
"0","0","0","0","274","34053","32284","34053","32284","34053","32284","4","10","0","0","1","水晶の洞窟-オーレン村"
"0","0","0","0","275","34053","32284","34053","32284","34053","32284","4","10","0","0","1","水晶の洞窟-オーレン村"
"0","0","0","0","276","34053","32284","34053","32284","34053","32284","4","10","0","0","1","水晶の洞窟-オーレン村"
"0","0","0","0","277","34053","32284","34053","32284","34053","32284","4","10","0","0","1","水晶の洞窟-オーレン村"
"0","0","0","0","278","34053","32284","34053","32284","34053","32284","4","10","0","0","1","水晶の洞窟-オーレン村"
"0","0","0","0","303","33972","32951","33972","32951","33972","32951","4","0","0","0","1","モンソム-モンソム入口"
"0","0","0","0","310","0","0","0","0","0","0","0","14","0","0","1","オームの洞窟"
"0","0","0","0","320","0","0","0","0","0","0","0","14","0","0","1","ディアド"
"0","0","0","0","330","0","0","0","0","0","0","0","14","0","0","1","ブラックミスリル鉱山"
"0","0","0","0","340","0","0","0","0","0","0","0","2","0","0","1","グルディーン市場"
"0","0","0","0","350","0","0","0","0","0","0","0","7","0","0","1","ギラン市場"
"0","0","0","0","360","0","0","0","0","0","0","0","10","0","0","1","象牙の塔の村井装い"
"0","0","0","0","370","0","0","0","0","0","0","0","2","0","0","1","シルバーナイトタウンの市場"
"0","0","0","0","400","32684","32799","32684","32799","32684","32799","450","0","0","0","1","古代巨人の墓"
"0","0","0","0","401","32563","32680","32563","32680","32563","32680","400","0","0","0","1","地下ほんとうにカキ（オームのダンジョン中間通路）"
"0","0","0","0","420","32422","33074","32422","33074","32422","33074","440","17","0","0","1","地底湖"
"0","0","0","0","430","32422","33074","32422","33074","32422","33074","440","16","0","0","1","精霊の墓"
"0","0","0","0","440","32422","33074","32422","33074","32422","33074","440","16","0","0","1","海賊島"
"0","0","0","0","441","32422","33074","32422","33074","32422","33074","440","16","0","0","1","海賊島ケイブ1F"
"0","0","0","0","442","32422","33074","32422","33074","32422","33074","440","16","0","0","1","海賊島ケイブ2F"
"0","0","0","0","443","32422","33074","32422","33074","32422","33074","440","16","0","0","1","海賊島ケイブ3F"
"0","0","0","0","444","32422","33074","32422","33074","32422","33074","440","16","0","0","1","海賊島ケイブ4F"
"0","0","0","0","450","32693","32796","32693","32796","32693","32796","450","0","0","0","1","ラスターバソン門"
"0","0","0","0","451","32693","32796","32693","32796","32693","32796","450","0","0","0","1","ラスターバソン：集会場1F"
"0","0","0","0","452","32692","32796","32680","32801","32692","32796","450","0","0","0","1","ラスターバソン：突撃隊訓練場1F"
"0","0","0","0","453","32692","32796","32680","32801","32692","32796","450","0","0","0","1","ラスターバソン：魔獣軍王の執務室1F"
