"item_id","name","item_type","use_type","material","weight","invgfx","grdgfx","itemdesc_id","stackable","max_charge_count","dmg_small","dmg_large","min_lvl","max_lvl","locx","locy","mapid","bless","trade","cant_delete","delay_id","delay_time","delay_effect","food_volume","save_at_once"
"30045","Dragon Bone Collector's Sack","treasure_box","normal","leather","0","1417","3494","0","0","7","0","0","0","0","0","0","0","1","1","0","3","1000","86400","0","1"
"30046","Shining ball","other","normal","glass","0","938","22","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
"30047","Strength Lunch Basket","treasure_box","normal","wood","0","5430","22","13676","1","0","0","0","0","0","0","0","0","1","1","0","3","1000","0","0","1"
"30048","Agile Lunch Basket","treasure_box","normal","wood","0","5429","22","13677","1","0","0","0","0","0","0","0","0","1","1","0","3","1000","0","0","1"
"30049","Intellectual Lunch Basket","treasure_box","normal","wood","0","5428","22","13678","1","0","0","0","0","0","0","0","0","1","1","0","3","1000","0","0","1"
"30050","Growing Lunch Basket","treasure_box","normal","wood","0","5432","22","13679","1","0","0","0","0","0","0","0","0","1","1","0","3","1000","0","0","1"
"30051","Powerful Wagyu steak","food","normal","animalmatter","0","4955","10026","13672","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"30052","Quick salmon stew","food","normal","animalmatter","0","4956","10027","13673","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"30053","Clever Turkey Roast","food","normal","animalmatter","0","4944","10017","13674","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"30054","Training Chicken Soup","food","normal","animalmatter","0","4978","10210","13675","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"30055","Flame Wand","wand","spell_long","wood","700","5168","22","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"30056","Mystical Recovery Potion","potion","normal","glass","40","4929","22","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"30057","Chibikko (Blue) Transformation Mace","material","normal","wood","0","2509","22","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
"30058","Chibikko (Yellow) Transformation Mace","material","normal","wood","0","2509","22","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
"30059","Chibikko (pink) Transformation Mace","material","normal","wood","0","2509","22","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
"30060","Pixie's Transformation Wand","material","normal","wood","0","4185","22","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
"30061","Traces of the Escaped Dragon","treasure_box","normal","gold","1000","4033","22","10668","1","0","0","0","0","0","0","0","0","1","1","0","3","1000","0","0","1"
"30062","Dragon's Tears","potion","normal","gemstone","1000","4034","22","10669","1","0","0","0","0","0","0","0","0","1","1","0","2","2000","0","0","1"
"30063","Dragon Stone","scroll","normal","gemstone","1000","4035","22","10670","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
"30064","Warrior's Box","treasure_box","normal","wood","10000","3944","7133","0","1","0","0","0","0","0","0","0","0","1","1","0","3","1000","0","0","1"
"30065","Proof of Warrior Equipment Support","other","normal","paper","0","1049","22","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
"30066","Proof of Warrior's Potion Support","treasure_box","normal","paper","0","1049","22","0","1","0","0","0","0","0","0","0","0","1","1","0","3","1000","0","0","1"
"30067","Warrior's Speed ​​Potion","potion","normal","glass","7030","621","42","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
"30068","Warrior's Weapon Enhancement Scroll","scroll","dai","paper","630","468","22","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
"30069","Warrior Armor Enhancement Scroll","potion","zel","paper","630","467","22","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
"30070","Aden Kingdom Equipment Supply Confirmation","other","normal","paper","0","2016","22","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","1"
"30071","Aden Kingdom Equipment Supply","other","normal","wood","500","2976","22","0","1","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","1"
"30072","Dragon Relic Bag","treasure_box","normal","leather","10","4777","22","17708","1","0","0","0","0","0","0","0","0","1","1","0","3","1000","0","0","1"
"30073","Initiate's Brave Potion","potion","healing","glass","4690","79","44","0","1","0","0","0","0","60","0","0","0","1","1","0","0","0","0","0","1"
"30074","Initiate's Resurrection Scroll","scroll","res","paper","630","471","22","13910","1","0","0","0","0","60","0","0","0","1","1","0","0","0","0","0","1"
"30075","Initiate's Evil Blood","potion","healing","glass","7800","1761","4338","1408","1","0","0","0","0","60","0","0","0","1","1","0","0","0","0","0","1"
"30076","Trainee Elven Waffle","potion","healing","animalmatter","2340","130","81","0","1","0","0","0","0","60","0","0","0","1","1","0","0","0","0","0","1"
"30077","Trainee's Yggdra Fruit","potion","healing","animalmatter","3000","3038","6948","3674","1","0","0","0","0","60","0","0","0","1","1","0","0","0","0","0","1"
"30078","Trainee's Spirit Orb","material","none","gemstone","780","706","773","13959","1","0","0","0","0","60","0","0","0","1","1","0","0","0","0","0","1"
"30079","Initiate's Magic Stone","material","none","gemstone","700","235","773","13958","1","0","0","0","0","60","0","0","0","1","1","0","0","0","0","0","1"
"30080","Initiate's Dark Stone","material","none","gemstone","630","1054","2898","13960","1","0","0","0","0","60","0","0","0","1","1","0","0","0","0","0","1"
"30081","Initiate's Marked Bone Piece","material","none","bone","2000","3025","6927","13961","1","0","0","0","0","60","0","0","0","1","1","0","0","0","0","0","1"
"30082","Initiate's Attribute Stone","material","normal","gemstone","1000","3279","7090","13962","1","0","0","0","0","60","0","0","0","1","1","0","0","0","0","0","1"
"30083","Trainee's Magical Power Recovery Potion","potion","healing","glass","3910","75","20","13912","1","0","0","0","0","60","0","0","0","1","1","0","0","0","0","0","1"
"30084","Initiate's Cyan Potion","potion","healing","glass","3910","76","41","13911","1","0","0","0","0","60","0","0","0","1","1","0","0","0","0","0","1"
"30085","Initiate's Herb","food","normal","animalmatter","1000","513","1490","13893","1","0","0","0","0","60","0","0","0","1","1","0","0","0","0","0","1"
"30086","Initiate's Blood Pact Return Scroll","scroll","normal","paper","630","6936","22","806","1","0","0","0","0","60","0","0","0","1","1","0","0","0","0","0","1"
"30087","Apprentice's Whetstone","other","choice","mineral","4000","478","1252","13913","1","0","0","0","0","60","0","0","0","1","1","0","0","0","0","0","1"
"30088","Initiate's Arrow","arrow","normal","silver","30","96","66","0","1","0","6","5","0","60","0","0","0","1","1","0","0","0","0","0","1"
"30089","Initiate's Wisdom Potion","potion","healing","glass","4500","1529","3836","0","1","0","0","0","0","60","0","0","0","1","1","0","0","0","0","0","0"
"30090","Sealed +4 Trainee's Solid Helm","treasure_box","normal","steel","50000","3168","22","0","0","0","0","0","0","0","0","0","0","1","1","0","3","1000","0","0","1"
"30091","Sealed +4 Trainee's Solid Armor","treasure_box","normal","steel","200000","3170","22","0","0","0","0","0","0","0","0","0","0","1","1","0","3","1000","0","0","1"
"30092","Sealed +4 Trainee's Solid Cloak","treasure_box","normal","cloth","10000","3162","22","0","0","0","0","0","0","0","0","0","0","1","1","0","3","1000","0","0","1"
"30093","Sealed +4 Trainee's Solid Gloves","treasure_box","normal","steel","50000","3166","22","0","0","0","0","0","0","0","0","0","0","1","1","0","3","1000","0","0","1"
"30094","Sealed +4 Trainee's Solid Boots","treasure_box","normal","steel","60000","3154","22","0","0","0","0","0","0","0","0","0","0","1","1","0","3","1000","0","0","1"
"30095","Sealed +4 Initiate's Solid Shield","treasure_box","normal","steel","50000","3164","22","0","0","0","0","0","0","0","0","0","0","1","1","0","3","1000","0","0","1"
"30096","Sealed +4 Divine Initiate Helm","treasure_box","normal","steel","20000","3168","22","0","0","0","0","0","0","0","0","0","0","1","1","0","3","1000","0","0","1"
"30097","Sealed +4 Divine Initiate Robe","treasure_box","normal","cloth","50000","3158","22","0","0","0","0","0","0","0","0","0","0","1","1","0","3","1000","0","0","1"
"30098","Sealed +4 Divine Mantle of the Initiate","treasure_box","normal","cloth","10000","3162","22","0","0","0","0","0","0","0","0","0","0","1","1","0","3","1000","0","0","1"
"30099","Sealed +4 Divine Trainee's Gloves","treasure_box","normal","leather","20000","3166","22","0","0","0","0","0","0","0","0","0","0","1","1","0","3","1000","0","0","1"
"30100","Sealed +4 Divine Trainee's Boots","treasure_box","normal","steel","20000","3154","22","0","0","0","0","0","0","0","0","0","0","1","1","0","3","1000","0","0","1"
"30101","Sealed +4 Divine Shield of the Initiate","treasure_box","normal","paper","20000","3164","22","0","0","0","0","0","0","0","0","0","0","1","1","0","3","1000","0","0","1"
"30102","El Shabet Egg","treasure_box","normal","animalmatter","0","1851","22","13803","1","0","0","0","0","0","0","0","0","1","1","0","3","1000","0","0","1"
"30103","Sandworm Sandbag","treasure_box","normal","animalmatter","10","1173","22","13802","1","0","0","0","0","0","0","0","0","1","1","0","3","1000","0","0","1"
"30104","Koma's Blessing Coin","other","normal","gold","10","976","22","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
"30105","Heavenly Experience Potion","potion","normal","glass","100","4110","2983","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
"30106","Hidden Valley Village Return Amulet","scroll","normal","wood","0","5118","22","0","0","0","0","0","0","45","0","0","0","1","1","0","4","1500","0","0","1"
"30107","Pure White Tea Seal: MR/STR","other","choice","wood","10","5626","22","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
"30108","Pure White Tea Seal: MR/DEX","other","choice","wood","10","5630","22","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
"30109","Pure White Tea Seal: MR/INT","other","choice","wood","10","5636","22","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
"30110","Pure white tea seal: STUN/STR","other","choice","wood","10","5638","22","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
"30111","Pure White Tea Seal: STUN/DEX","other","choice","wood","10","5624","22","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
"30112","Pure White Tea Seal: STUN/INT","other","choice","wood","10","5628","22","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
"30113","Pure White Tea Seal: HOLD/STR","other","choice","wood","10","5634","22","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
"30114","Pure White Tea Seal: HOLD/DEX","other","choice","wood","10","5640","22","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
"30115","Pure White Tea Seal: HOLD/INT","other","choice","wood","10","5632","22","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
"30116","Natural soap: Pure white tea","other","choice","animalmatter","10","1474","22","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
"30117","Sealed Frigid Chainsword","other","normal","gemstone","1000","5123","8996","12534","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"30118","Sealed Cold Keylink","other","normal","gemstone","1000","5125","68","12535","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"30119","Sealed +7 Resonance Keylink","treasure_box","normal","gemstone","35000","5436","10342","0","0","0","0","0","0","0","0","0","0","1","1","0","3","1000","0","0","1"
"30120","Sealed +8 Resonance Keylink","treasure_box","normal","gemstone","35000","5436","10342","0","0","0","0","0","0","0","0","0","0","1","1","0","3","1000","0","0","1"
"30121","Beginner's Guidebook","other","normal","paper","0","1760","22","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","1"
"30122","Sealed +7 Welcome Chainsword","treasure_box","normal","gemstone","35000","4693","10342","0","0","0","0","0","0","0","0","0","0","1","1","0","3","1000","0","0","1"
"30123","Sealed +8 Welcome Chainsword","treasure_box","normal","gemstone","35000","4693","10342","0","0","0","0","0","0","0","0","0","0","1","1","0","3","1000","0","0","1"
"30124","shellfish","other","normal","paper","1000","592","22","14817","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"30125","Giltas's Evil Thoughts","treasure_box","normal","animalmatter","10","5651","2994","0","1","0","0","0","0","0","0","0","0","1","1","0","3","1000","0","0","1"
"30126","Training Examiner Gift Box","other","normal","steel","1000","6287","8074","0","0","0","0","0","52","0","0","0","0","1","1","0","0","0","0","0","1"
"30127","Level 52 Quest Item Box","other","normal","steel","1000","3286","8074","0","0","0","0","0","52","0","0","0","0","1","1","0","0","0","0","0","1"
"30128","Sealed Crossbow","treasure_box","normal","wood","50000","305","12","0","0","0","0","0","0","0","0","0","0","1","1","0","3","1000","0","0","1"
"30129","Sealed Crossbow","treasure_box","normal","wood","50000","305","12","0","0","0","0","0","0","0","0","0","0","1","1","0","3","1000","0","0","1"
"30130","Sealed Crossbow","treasure_box","normal","wood","50000","305","12","0","0","0","0","0","0","0","0","0","0","1","1","0","3","1000","0","0","1"
"30131","Broken Ring of Fire","other","normal","gold","10","2307","21","14107","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"30132","Broken Wave Ring","other","normal","gold","10","2307","21","14108","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"30133","Broken Earthquake Ring","other","normal","gold","10","2307","21","14109","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"30134","Broken Storm Ring","other","normal","gold","10","2307","21","14110","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"30135","LV10 Fairy Celebration Gift","other","normal","steel","1000","6287","8074","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","1"
"30136","LV15 Fairy Celebration Gift","other","normal","steel","1000","6287","8074","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","1"
"30137","LV20 Fairy Celebration Gift","other","normal","steel","1000","6287","8074","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","1"
"30138","LV25 Fairy Celebration Gift","other","normal","steel","1000","6287","8074","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","1"
"30139","LV30 Fairy Celebration Gift","other","normal","steel","1000","6287","8074","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","1"
"30140","LV35 Fairy Celebration Gift","other","normal","steel","1000","6287","8074","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","1"
"30141","LV40 Fairy Celebration Gift","other","normal","steel","1000","6287","8074","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","1"
"30142","LV45 Fairy Celebration Gift","other","normal","steel","1000","6287","8074","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","1"
"30143","LV50 Fairy Celebration Gift","other","normal","steel","1000","6287","8074","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","1"
"30144","LV52 Fairy Celebration Gift","other","normal","steel","1000","6287","8074","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","1"
"30145","Arnold's de-magical gloves","other","normal","leather","1000","7197","14024","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"30146","Arnold's Weapon Enhancement Scroll","scroll","dai","paper","630","7219","14025","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1"
